type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
adverbe;B1;Häufigkeit;gelegentlich;occasionnellement;occasionally;Wir arbeiten gelegentlich am Wochenende.;Nous travaillons occasionnellement le week-end.;We occasionally work on weekends.
adverbe;B1;Häufigkeit;immer wieder;sans cesse, à répétition;again and again;Dieser Fehler passiert immer wieder.;Cette erreur se répète sans cesse.;This mistake happens again and again.
adverbe;B1;Häufigkeit;mehrmals;à plusieurs reprises;several times;Ich habe mehrmals angerufen.;J'ai appelé à plusieurs reprises.;I called several times.
adverbe;B1;Häufigkeit;jeweils;à chaque fois, respectivement;in each case;Der Kurs findet jeweils montags statt.;Le cours a lieu chaque lundi.;The course takes place on Mondays in each case.
adverbe;B1;Häufigkeit;öfter;plus souvent;more often;Wir sollten uns öfter sehen.;Nous devrions nous voir plus souvent.;We should see each other more often.
adverbe;B1;Art und Weise;sorgfältig;soigneusement;carefully, thoroughly;Lies den Vertrag sorgfältig durch.;Lis le contrat soigneusement.;Read the contract carefully.
adverbe;B1;Art und Weise;absichtlich;exprès;on purpose;Das hat er bestimmt nicht absichtlich gemacht.;Il ne l'a sûrement pas fait exprès.;He surely didn't do that on purpose.
adverbe;B1;Art und Weise;versehentlich;par mégarde;by mistake;Ich habe die Datei versehentlich gelöscht.;J'ai supprimé le fichier par mégarde.;I deleted the file by mistake.
adverbe;B1;Art und Weise;ausdrücklich;expressément;explicitly;Der Chef hat das ausdrücklich verboten.;Le patron l'a expressément interdit.;The boss explicitly forbade that.
adverbe;B1;Art und Weise;gründlich;à fond;thoroughly;Wir haben die Wohnung gründlich geputzt.;Nous avons nettoyé l'appartement à fond.;We cleaned the flat thoroughly.
adverbe;B1;Art und Weise;zügig;rapidement, sans traîner;swiftly;Die Arbeiten gehen zügig voran.;Les travaux avancent rapidement.;The work is progressing swiftly.
adverbe;B1;Art und Weise;spontan;spontanément;spontaneously;Wir haben spontan entschieden zu fahren.;Nous avons décidé spontanément de partir.;We spontaneously decided to go.
adverbe;B1;Art und Weise;gezielt;de manière ciblée;in a targeted way;Sie bewirbt sich gezielt bei kleinen Firmen.;Elle postule de manière ciblée dans de petites entreprises.;She applies in a targeted way to small companies.
adverbe;B1;Art und Weise;heimlich;en cachette;secretly;Die Kinder haben heimlich Kekse gegessen.;Les enfants ont mangé des biscuits en cachette.;The children secretly ate biscuits.
adverbe;B1;Art und Weise;geduldig;patiemment;patiently;Der Lehrer erklärt alles geduldig.;Le professeur explique tout patiemment.;The teacher explains everything patiently.
adverbe;B1;Art und Weise;aufmerksam;attentivement;attentively;Sie hörte aufmerksam zu.;Elle a écouté attentivement.;She listened attentively.
adverbe;B1;Art und Weise;selbstständig;de façon autonome;independently;Die Schüler arbeiten selbstständig an dem Projekt.;Les élèves travaillent de façon autonome sur le projet.;The pupils work independently on the project.
adverbe;B1;Art und Weise;mühsam;péniblement;laboriously;Er hat sich mühsam die Treppe hochgeschleppt.;Il a péniblement gravi l'escalier.;He laboriously dragged himself up the stairs.
adverbe;B1;Art und Weise;problemlos;sans problème;without any problem;Die Überweisung hat problemlos funktioniert.;Le virement a fonctionné sans problème.;The transfer worked without any problem.
adverbe;B1;Art und Weise;reibungslos;sans accroc;smoothly;Der Umzug verlief reibungslos.;Le déménagement s'est déroulé sans accroc.;The move went smoothly.
adverbe;B1;Art und Weise;überraschend;de façon surprenante;surprisingly;Die Prüfung war überraschend leicht.;L'examen était étonnamment facile.;The exam was surprisingly easy.
adverbe;B1;Grad/Menge;völlig;complètement;completely;Da bin ich völlig anderer Meinung.;Là, je suis d'un avis complètement différent.;There I am of a completely different opinion.
adverbe;B1;Grad/Menge;äußerst;extrêmement;extremely;Die Lage ist äußerst schwierig.;La situation est extrêmement difficile.;The situation is extremely difficult.
adverbe;B1;Grad/Menge;überaus;on ne peut plus;exceedingly;Wir sind überaus zufrieden mit dem Ergebnis.;Nous sommes on ne peut plus satisfaits du résultat.;We are exceedingly pleased with the result.
adverbe;B1;Grad/Menge;einigermaßen;assez, tant bien que mal;reasonably;Ich verstehe den Text einigermaßen.;Je comprends le texte tant bien que mal.;I understand the text reasonably well.
adverbe;B1;Grad/Menge;halbwegs;à moitié, plus ou moins;more or less;Das Ergebnis ist halbwegs zufriedenstellend.;Le résultat est plus ou moins satisfaisant.;The result is more or less satisfactory.
adverbe;B1;Grad/Menge;weitgehend;en grande partie;largely;Die Arbeiten sind weitgehend abgeschlossen.;Les travaux sont en grande partie terminés.;The work is largely completed.
adverbe;B1;Grad/Menge;teilweise;en partie;partly;Die Kosten werden teilweise erstattet.;Les frais sont remboursés en partie.;The costs are partly reimbursed.
adverbe;B1;Grad/Menge;erheblich;considérablement;considerably;Die Preise sind erheblich gestiegen.;Les prix ont considérablement augmenté.;Prices have risen considerably.
adverbe;B1;Grad/Menge;wesentlich;nettement;substantially;Die neue Wohnung ist wesentlich größer.;Le nouvel appartement est nettement plus grand.;The new flat is substantially bigger.
adverbe;B1;Grad/Menge;reichlich;largement, en abondance;plenty;Für die Anmeldung ist reichlich Zeit.;Il y a largement le temps pour l'inscription.;There is plenty of time for registration.
adverbe;B1;Grad/Menge;knapp;tout juste;barely;Wir haben den Zug knapp erreicht.;Nous avons attrapé le train de justesse.;We barely caught the train.
adverbe;B1;Grad/Menge;durchaus;tout à fait;quite, absolutely;Das ist durchaus möglich.;C'est tout à fait possible.;That is quite possible.
adverbe;B1;Grad/Menge;ausreichend;suffisamment;sufficiently;Die Wohnung ist ausreichend beheizt.;L'appartement est suffisamment chauffé.;The flat is sufficiently heated.
adverbe;B1;Grad/Menge;überhaupt;du tout, en général;at all;Ich habe überhaupt keine Zeit.;Je n'ai pas de temps du tout.;I have no time at all.
adverbe;B1;Grund/Folge;folglich;par conséquent;consequently;Der Antrag war unvollständig, folglich wurde er abgelehnt.;La demande était incomplète, par conséquent elle a été refusée.;The application was incomplete, consequently it was rejected.
adverbe;B1;Grund/Folge;somit;ainsi, de ce fait;thus;Die Frist ist abgelaufen, somit ist der Vertrag beendet.;Le délai est écoulé, ainsi le contrat prend fin.;The deadline has passed, thus the contract is ended.
adverbe;B1;Grund/Folge;infolgedessen;en conséquence de quoi;as a result;Es gab einen Unfall, infolgedessen war die Straße gesperrt.;Il y a eu un accident, en conséquence la rue était fermée.;There was an accident, as a result the street was closed.
adverbe;B1;Grund/Folge;demnach;d'après cela;according to this;Die Studie ist eindeutig, demnach sollten wir handeln.;L'étude est claire, d'après cela nous devrions agir.;The study is clear, according to this we should act.
adverbe;B1;Grund/Folge;dementsprechend;en conséquence;accordingly;Er hat wenig geübt und dementsprechend schlecht gespielt.;Il s'est peu entraîné et a joué mal en conséquence.;He practised little and played badly accordingly.
adverbe;B1;Grund/Folge;daraufhin;là-dessus, à la suite de quoi;thereupon;Sie beschwerte sich, daraufhin wurde das Geld erstattet.;Elle s'est plainte, à la suite de quoi l'argent a été remboursé.;She complained, thereupon the money was refunded.
adverbe;B1;Grund/Folge;andernfalls;faute de quoi;otherwise (formal);Bitte zahlen Sie bis Freitag, andernfalls wird gemahnt.;Veuillez payer avant vendredi, faute de quoi un rappel sera envoyé.;Please pay by Friday, otherwise a reminder will be sent.
adverbe;B1;Grund/Folge;ansonsten;à part ça, sinon;apart from that;Der Motor macht Lärm, ansonsten fährt das Auto gut.;Le moteur fait du bruit, à part ça la voiture roule bien.;The engine is noisy, apart from that the car runs well.
adverbe;B1;Grund/Folge;dennoch;néanmoins;nonetheless;Der Weg war weit, dennoch sind wir gelaufen.;Le chemin était long, néanmoins nous avons marché.;The way was long, nonetheless we walked.
adverbe;B1;Grund/Folge;hierdurch;par ce biais;hereby;Hierdurch sparen wir jedes Jahr viel Energie.;Par ce biais, nous économisons beaucoup d'énergie chaque année.;Hereby we save a lot of energy every year.
adverbe;B1;Grund/Folge;darauf;là-dessus, ensuite;thereafter;Er nannte seinen Namen, darauf öffnete sich die Tür.;Il a donné son nom, là-dessus la porte s'est ouverte.;He gave his name, thereafter the door opened.
adverbe;B1;Grund/Folge;notfalls;au besoin;if need be;Notfalls nehmen wir ein Taxi.;Au besoin, nous prendrons un taxi.;If need be, we'll take a taxi.
adverbe;B1;Nuance/Ton;allerdings;toutefois, cela dit;however;Das Hotel ist schön, allerdings ziemlich teuer.;L'hôtel est beau, toutefois assez cher.;The hotel is nice, however rather expensive.
adverbe;B1;Verbindung/Logik;nämlich;à savoir, en effet;namely, you see;Ich kann nicht kommen, ich bin nämlich krank.;Je ne peux pas venir, je suis en effet malade.;I can't come, I'm ill, you see.
adverbe;B1;Nuance/Ton;zwar;certes;admittedly;Die Wohnung ist zwar klein, aber sehr hell.;L'appartement est certes petit, mais très lumineux.;The flat is admittedly small, but very bright.
adverbe;B1;Verbindung/Logik;jedoch;cependant;however (formal);Der Plan war gut, jedoch fehlte das Geld.;Le plan était bon, cependant l'argent manquait.;The plan was good, however the money was missing.
adverbe;B1;Nuance/Ton;immerhin;au moins, quand même;at least;Wir haben verloren, immerhin war das Wetter schön.;Nous avons perdu, au moins il faisait beau.;We lost, at least the weather was nice.
adverbe;B1;Verbindung/Logik;zumindest;du moins;at any rate;Er hat sich zumindest entschuldigt.;Il s'est du moins excusé.;At any rate he apologised.
adverbe;B1;Verbindung/Logik;beispielsweise;par exemple;for example;Man kann beispielsweise mit dem Rad fahren.;On peut par exemple y aller à vélo.;One can for example go by bike.
adverbe;B1;Verbindung/Logik;insbesondere;en particulier;in particular;Insbesondere junge Familien suchen Wohnraum.;Les jeunes familles en particulier cherchent un logement.;Young families in particular are looking for housing.
adverbe;B1;Verbindung/Logik;ebenfalls;également;likewise;Meine Schwester ist ebenfalls Lehrerin.;Ma sœur est également enseignante.;My sister is likewise a teacher.
adverbe;B1;Verbindung/Logik;ebenso;de même;just as;Der zweite Kurs war ebenso interessant.;Le deuxième cours était tout aussi intéressant.;The second course was just as interesting.
adverbe;B1;Verbindung/Logik;zudem;de surcroît;moreover;Die Miete steigt, zudem werden die Nebenkosten teurer.;Le loyer augmente, de surcroît les charges deviennent plus chères.;The rent is rising, moreover the utilities are getting more expensive.
adverbe;B1;Verbindung/Logik;hingegen;en revanche;on the other hand;Im Norden regnet es, im Süden hingegen scheint die Sonne.;Au nord il pleut, en revanche au sud le soleil brille.;In the north it's raining, on the other hand the sun is shining in the south.
adverbe;B1;Verbindung/Logik;dagegen;par contre;by contrast;Der erste Film war lang, der zweite dagegen kurz.;Le premier film était long, le second par contre court.;The first film was long, the second by contrast short.
adverbe;B1;Verbindung/Logik;wiederum;à son tour, de nouveau;in turn;Das führt wiederum zu höheren Kosten.;Cela entraîne à son tour des coûts plus élevés.;That in turn leads to higher costs.
adverbe;B1;Verbindung/Logik;tatsächlich;effectivement;actually;Er hat tatsächlich die Prüfung bestanden.;Il a effectivement réussi l'examen.;He actually passed the exam.
adverbe;B1;Verbindung/Logik;offenbar;apparemment;apparently;Sie hat die E-Mail offenbar nicht bekommen.;Elle n'a apparemment pas reçu le courriel.;She apparently didn't get the email.
adverbe;B1;Frageadverbien;wieso;comment ça se fait;how come;Wieso hast du nichts gesagt?;Comment ça se fait que tu n'aies rien dit ?;How come you didn't say anything?
adverbe;B1;Frageadverbien;weshalb;pour quelle raison;for what reason;Weshalb wurde der Termin verschoben?;Pour quelle raison le rendez-vous a-t-il été reporté ?;For what reason was the appointment postponed?
adverbe;B1;Frageadverbien;womit;avec quoi;with what;Womit kann ich Ihnen helfen?;En quoi puis-je vous aider ?;With what can I help you?
adverbe;B1;Frageadverbien;wofür;pour quoi, à quoi;what for;Wofür brauchst du das Formular?;À quoi te sert ce formulaire ?;What do you need the form for?
adverbe;B1;Zeit;erst;seulement, pas avant;only, not until;Der Zug kommt erst um acht.;Le train n'arrive qu'à huit heures.;The train doesn't come until eight.
adverbe;B1;Grad/Menge;ausschließlich;exclusivement;exclusively;Der Parkplatz ist ausschließlich für Kunden.;Le parking est exclusivement réservé aux clients.;The car park is exclusively for customers.
adverbe;B1;Ort/Richtung;drin;dedans, à l'intérieur;inside, in it;Mach die Tasche auf, das Handy ist drin.;Ouvre le sac, le téléphone est dedans.;Open the bag, the phone is inside.
adverbe;B1;Art und Weise;durcheinander;en désordre, pêle-mêle;in a muddle;Auf dem Schreibtisch ist alles durcheinander.;Sur le bureau, tout est en désordre.;Everything on the desk is in a muddle.
adverbe;B1;Nuance/Ton;eher;plutôt;rather;Das Wetter ist heute eher kühl.;Le temps est plutôt frais aujourd'hui.;The weather is rather cool today.
adverbe;B1;Art und Weise;genauso;tout aussi, exactement de la même façon;just as, exactly the same;Der zweite Film war genauso gut.;Le deuxième film était tout aussi bon.;The second film was just as good.
adverbe;B1;Zeit;halbtags;à mi-temps;part-time (half days);Sie arbeitet nur halbtags.;Elle ne travaille qu'à mi-temps.;She only works part-time.
adverbe;B1;Grad/Menge;inklusive;y compris, inclus;including;Der Preis ist inklusive Frühstück.;Le prix est petit-déjeuner inclus.;The price includes breakfast.
adverbe;B1;Grad/Menge;insgesamt;au total;in total;Insgesamt waren wir zwölf Personen.;Au total, nous étions douze personnes.;In total we were twelve people.
adverbe;B1;Zeit;irgendwann;un jour ou l'autre;sometime, at some point;Irgendwann fahre ich nach Japan.;Un jour ou l'autre, j'irai au Japon.;At some point I'll go to Japan.
adverbe;B1;Verbindung/Logik;je;(je... desto) plus... plus;(je... desto) the... the;Je mehr man übt, desto besser wird es.;Plus on s'exerce, mieux c'est.;The more you practise, the better it gets.
adverbe;B1;Zeit;jemals;jamais (un jour);ever;Warst du jemals in Wien?;Es-tu déjà allé à Vienne ?;Have you ever been to Vienna?
adverbe;B1;Nuance/Ton;meinetwegen;pour moi, si tu veux;as far as I'm concerned;Meinetwegen können wir auch später gehen.;Pour moi, on peut aussi y aller plus tard.;As far as I'm concerned we can go later too.
adverbe;B1;Art und Weise;miteinander;ensemble, l'un avec l'autre;with each other;Die Kinder spielen gut miteinander.;Les enfants jouent bien ensemble.;The children play well with each other.
adverbe;B1;Grad/Menge;möglichst;autant que possible, le plus... possible;as... as possible;Kommen Sie bitte möglichst früh.;Venez le plus tôt possible, s'il vous plaît.;Please come as early as possible.
adverbe;B1;Art und Weise;nebenbei;en passant, à côté;on the side, incidentally;Nebenbei studiert er noch.;À côté de cela, il fait encore des études.;On the side he's also studying.
adverbe;B1;Ort/Richtung;quer;en travers;across, crosswise;Das Auto steht quer auf der Straße.;La voiture est en travers de la rue.;The car is standing across the road.
adverbe;B1;Zeit;spätestens;au plus tard;at the latest;Ich bin spätestens um acht zu Hause.;Je serai à la maison à huit heures au plus tard.;I'll be home by eight at the latest.
adverbe;B1;Häufigkeit;wieder;de nouveau, encore;again;Der Bus ist wieder zu spät.;Le bus est encore en retard.;The bus is late again.
adverbe;B1;Nuance/Ton;wohl;sans doute, probablement;probably;Er hat den Termin wohl vergessen.;Il a sans doute oublié le rendez-vous.;He has probably forgotten the appointment.
adverbe;B1;Frageadverbien;worüber;de quoi, sur quoi;about what;Worüber habt ihr so lange geredet?;De quoi avez-vous parlé si longtemps ?;What did you talk about for so long?
adverbe;B1;Zeit;anfangs;au début;at first;Anfangs war alles sehr schwer.;Au début, tout était très difficile.;At first everything was very hard.
adverbe;B1;Grad/Menge;beinahe;presque;almost;Ich hätte beinahe den Zug verpasst.;J'ai failli rater le train.;I almost missed the train.
adverbe;B1;Ort/Richtung;dahin;y, jusque-là;there, to that place;Bis dahin ist noch viel Zeit.;D'ici là, il y a encore beaucoup de temps.;There's still plenty of time until then.
adverbe;B1;Verbindung/Logik;erstens;premièrement;firstly;Erstens ist es zu teuer, zweitens zu weit.;Premièrement c'est trop cher, deuxièmement trop loin.;Firstly it's too expensive, secondly too far.
adverbe;B1;Verbindung/Logik;zweitens;deuxièmement;secondly;Zweitens habe ich keine Zeit dafür.;Deuxièmement, je n'ai pas le temps pour cela.;Secondly, I don't have time for it.
adverbe;B1;Verbindung/Logik;drittens;troisièmement;thirdly;Und drittens war das Wetter schlecht.;Et troisièmement, le temps était mauvais.;And thirdly, the weather was bad.
adverbe;B1;Ort/Richtung;gegenüber;en face;opposite;Die Bäckerei ist gleich gegenüber.;La boulangerie est juste en face.;The bakery is just opposite.
adverbe;B1;Ort/Richtung;mitten;au milieu;in the middle;Er wachte mitten in der Nacht auf.;Il s'est réveillé au milieu de la nuit.;He woke up in the middle of the night.
adverbe;B1;Ort/Richtung;raus;dehors, vers l'extérieur;out;Bei dem Wetter gehe ich nicht raus.;Par ce temps, je ne sors pas.;In this weather I'm not going out.
adverbe;B1;Nuance/Ton;umsonst;"pour rien, en vain ; gratuitement";for nothing, in vain;Die ganze Arbeit war umsonst.;Tout ce travail a été fait pour rien.;All that work was for nothing.
adverbe;B1;Frageadverbien;worum;de quoi, à propos de quoi;what about;Worum geht es in dem Film?;De quoi parle le film ?;What is the film about?
adverbe;B1;Zeit;zuletzt;en dernier, finalement;last, finally;Wann hast du ihn zuletzt gesehen?;Quand l'as-tu vu pour la dernière fois ?;When did you last see him?
adverbe;B1;Ort/Richtung;auseinander;séparément, l'un de l'autre;apart;Die beiden Häuser stehen weit auseinander.;Les deux maisons sont très éloignées l'une de l'autre.;The two houses stand far apart.
adverbe;B1;Grad/Menge;circa;environ;approximately;Die Fahrt dauert circa zwei Stunden.;Le trajet dure environ deux heures.;The journey takes approximately two hours.
adverbe;B1;Zeit;diesmal;cette fois-ci;this time;Diesmal machen wir es anders.;Cette fois-ci, nous faisons autrement.;This time we'll do it differently.
adverbe;B1;Nuance/Ton;gleichfalls;de même, également;likewise;Schönen Abend! — Danke, gleichfalls!;Bonne soirée ! — Merci, à vous de même !;Have a nice evening! — Thanks, likewise!
adverbe;B1;Nuance/Ton;los;"allons-y ; qui se passe";"go on; going on";Was ist denn hier los?;Qu'est-ce qui se passe ici ?;What's going on here?
adverbe;B1;Grad/Menge;netto;net (salaire);net;Netto bleiben mir zweitausend Euro.;Net, il me reste deux mille euros.;Net I'm left with two thousand euros.
adverbe;B1;Häufigkeit;nochmals;encore une fois;once again;Nochmals vielen Dank für alles!;Encore une fois, merci pour tout !;Once again, thank you for everything!
adverbe;B1;Zeit;voraus;à l'avance, devant;in advance, ahead;Vielen Dank im Voraus!;Merci d'avance !;Many thanks in advance!
adverbe;B1;Nuance/Ton;übrigens;au fait, d'ailleurs;by the way;Übrigens, dein Paket ist angekommen.;Au fait, ton colis est arrivé.;By the way, your parcel has arrived.
adverbe;B1;Ort/Richtung;rauf;en haut, vers le haut;up;Komm rauf, die Tür ist offen!;Monte, la porte est ouverte !;Come up, the door is open!
adverbe;B1;Verbindung/Logik;viertens;quatrièmement;fourthly;Und viertens ist es viel zu weit.;Et quatrièmement, c'est beaucoup trop loin.;And fourthly, it's far too far.
adverbe;B1;Grad/Menge;minus;moins (température, calcul);minus;Heute Nacht sind es minus fünf Grad.;Cette nuit, il fait moins cinq degrés.;Tonight it's minus five degrees.
adverbe;B1;Grad/Menge;plus;plus (calcul);plus;Drei plus vier ist sieben.;Trois plus quatre font sept.;Three plus four is seven.
adverbe;B1;Nuance/Ton;naja;bof, enfin bon;well, oh well;Naja, so schlimm war es nicht.;Bof, ce n'était pas si terrible.;Well, it wasn't that bad.
adverbe;B2;Zeit;fortan;désormais;from then on;Fortan galten strengere Regeln.;Désormais, des règles plus strictes s'appliquaient.;From then on stricter rules applied.
adverbe;B2;Zeit;seither;depuis ce moment;since then;Sie hat gekündigt und arbeitet seither freiberuflich.;Elle a démissionné et travaille depuis en indépendante.;She resigned and has worked freelance since then.
adverbe;B2;Zeit;zwischenzeitlich;dans l'intervalle;in the interim;Zwischenzeitlich wurde die Software aktualisiert.;Dans l'intervalle, le logiciel a été mis à jour.;In the interim the software was updated.
adverbe;B2;Zeit;unlängst;il y a peu;not long ago;Unlängst erschien eine neue Studie dazu.;Il y a peu, une nouvelle étude est parue à ce sujet.;Not long ago a new study on this appeared.
adverbe;B2;Zeit;vorab;au préalable;in advance;Vorab möchte ich mich für die Verspätung entschuldigen.;Au préalable, je voudrais m'excuser pour le retard.;In advance I would like to apologise for the delay.
adverbe;B2;Zeit;vorerst;pour l'instant;for the time being;Das Projekt bleibt vorerst auf Eis.;Le projet reste en suspens pour l'instant.;The project remains on hold for the time being.
adverbe;B2;Zeit;vorübergehend;temporairement;temporarily;Der Aufzug ist vorübergehend außer Betrieb.;L'ascenseur est temporairement hors service.;The lift is temporarily out of order.
adverbe;B2;Zeit;zeitweise;par moments;at times;Zeitweise war die Leitung überlastet.;Par moments, la ligne était saturée.;At times the line was overloaded.
adverbe;B2;Zeit;längst;depuis longtemps;long since;Die Frist ist längst abgelaufen.;Le délai est expiré depuis longtemps.;The deadline has long since passed.
adverbe;B2;Zeit;nunmehr;à présent (soutenu);now (formal);Der Antrag liegt nunmehr dem Gericht vor.;La demande est à présent devant le tribunal.;The application is now before the court.
adverbe;B2;Zeit;bislang;jusqu'à présent;so far;Bislang gab es keine Beschwerden.;Jusqu'à présent, il n'y a eu aucune plainte.;So far there have been no complaints.
adverbe;B2;Zeit;bisher;jusqu'ici;up to now;Bisher hat alles gut funktioniert.;Jusqu'ici, tout a bien fonctionné.;Up to now everything has worked well.
adverbe;B2;Zeit;hinterher;après coup;afterwards, in hindsight;Hinterher weiß man immer alles besser.;Après coup, on sait toujours tout mieux.;In hindsight one always knows better.
adverbe;B2;Zeit;sogleich;aussitôt;at once;Er erkannte den Fehler sogleich.;Il a aussitôt reconnu l'erreur.;He recognised the mistake at once.
adverbe;B2;Zeit;allmählich;peu à peu;gradually;Allmählich gewöhnt er sich an die neue Stadt.;Peu à peu, il s'habitue à la nouvelle ville.;He is gradually getting used to the new city.
adverbe;B2;Zeit;nach und nach;petit à petit;little by little;Nach und nach kamen alle Gäste an.;Petit à petit, tous les invités sont arrivés.;Little by little all the guests arrived.
adverbe;B2;Zeit;von nun an;à partir de maintenant;from now on;Von nun an führen wir Protokoll.;À partir de maintenant, nous tenons un procès-verbal.;From now on we keep minutes.
adverbe;B2;Zeit;jahrzehntelang;pendant des décennies;for decades;Die Fabrik stand jahrzehntelang leer.;L'usine est restée vide pendant des décennies.;The factory stood empty for decades.
adverbe;B2;Zeit;tagsüber;pendant la journée;during the day;Tagsüber ist niemand zu Hause.;Pendant la journée, il n'y a personne à la maison.;During the day nobody is at home.
adverbe;B2;Zeit;wochentags;en semaine;on weekdays;Wochentags fährt der Bus alle zehn Minuten.;En semaine, le bus passe toutes les dix minutes.;On weekdays the bus runs every ten minutes.
adverbe;B2;Ort/Richtung;andernorts;ailleurs;elsewhere;Andernorts sind die Mieten noch höher.;Ailleurs, les loyers sont encore plus élevés.;Elsewhere the rents are even higher.
adverbe;B2;Ort/Richtung;hierzulande;dans ce pays, chez nous;in this country;Hierzulande ist das Trinkgeld freiwillig.;Dans ce pays, le pourboire est facultatif.;In this country tipping is voluntary.
adverbe;B2;Ort/Richtung;vorwärts;en avant;forwards;Das Projekt kommt endlich vorwärts.;Le projet avance enfin.;The project is finally moving forwards.
adverbe;B2;Ort/Richtung;aufwärts;vers le haut;upwards;Mit der Wirtschaft geht es wieder aufwärts.;L'économie repart à la hausse.;The economy is going upwards again.
adverbe;B2;Ort/Richtung;abwärts;vers le bas;downwards;Der Weg führt steil abwärts ins Tal.;Le chemin descend abruptement vers la vallée.;The path leads steeply downwards into the valley.
adverbe;B2;Ort/Richtung;auswärts;à l'extérieur, en déplacement;away, out;Heute Abend essen wir auswärts.;Ce soir, nous mangeons au restaurant.;Tonight we're eating out.
adverbe;B2;Ort/Richtung;daheim;à la maison;at home;Am Wochenende bleiben wir lieber daheim.;Le week-end, nous préférons rester à la maison.;At the weekend we prefer to stay at home.
adverbe;B2;Ort/Richtung;nirgends;nulle part;nowhere;So gutes Brot bekommt man nirgends sonst.;On ne trouve nulle part ailleurs un si bon pain.;You get such good bread nowhere else.
adverbe;B2;Ort/Richtung;ringsum;tout autour;all around;Ringsum erstrecken sich Felder und Wiesen.;Tout autour s'étendent des champs et des prés.;All around stretch fields and meadows.
adverbe;B2;Ort/Richtung;oberhalb;au-dessus;above;Oberhalb des Dorfes steht eine alte Burg.;Au-dessus du village se dresse un vieux château.;Above the village stands an old castle.
adverbe;B2;Ort/Richtung;unterhalb;en dessous;below;Unterhalb der Brücke fließt ein kleiner Bach.;En dessous du pont coule un petit ruisseau.;Below the bridge flows a small stream.
adverbe;B2;Ort/Richtung;dazwischen;entre les deux;in between;Links steht das Rathaus, rechts die Kirche, dazwischen ein Park.;À gauche la mairie, à droite l'église, entre les deux un parc.;On the left the town hall, on the right the church, in between a park.
adverbe;B2;Häufigkeit;abermals;une fois de plus;once again;Der Zug hatte abermals Verspätung.;Le train avait une fois de plus du retard.;The train was once again delayed.
adverbe;B2;Häufigkeit;erneut;de nouveau;again;Die Preise sind erneut gestiegen.;Les prix ont de nouveau augmenté.;Prices have risen again.
adverbe;B2;Häufigkeit;wiederholt;à maintes reprises;repeatedly;Er wurde wiederholt darauf hingewiesen.;On le lui a signalé à maintes reprises.;He was repeatedly told about it.
adverbe;B2;Häufigkeit;mitunter;parfois (soutenu);at times;Die Diskussionen werden mitunter sehr hitzig.;Les discussions deviennent parfois très vives.;The discussions get very heated at times.
adverbe;B2;Häufigkeit;bisweilen;de temps à autre;occasionally (formal);Bisweilen arbeitet sie bis spät in die Nacht.;De temps à autre, elle travaille tard dans la nuit.;Occasionally she works late into the night.
adverbe;B2;Häufigkeit;hin und wieder;de temps en temps;every now and then;Hin und wieder besuche ich meine alte Schule.;De temps en temps, je visite mon ancienne école.;Every now and then I visit my old school.
adverbe;B2;Häufigkeit;in der Regel;en règle générale;as a rule;In der Regel dauert die Bearbeitung zwei Wochen.;En règle générale, le traitement prend deux semaines.;As a rule the processing takes two weeks.
adverbe;B2;Häufigkeit;üblicherweise;d'ordinaire;customarily;Üblicherweise wird die Rechnung per E-Mail geschickt.;D'ordinaire, la facture est envoyée par courriel.;Customarily the invoice is sent by email.
adverbe;B2;Häufigkeit;zeitweilig;par intermittence;intermittently;Die Verbindung fiel zeitweilig aus.;La connexion tombait par intermittence.;The connection dropped intermittently.
adverbe;B2;Häufigkeit;laufend;en permanence;continually;Die Daten werden laufend aktualisiert.;Les données sont mises à jour en permanence.;The data is continually updated.
adverbe;B2;Art und Weise;behutsam;avec précaution;gently;Sie hob das alte Buch behutsam auf.;Elle a soulevé le vieux livre avec précaution.;She gently picked up the old book.
adverbe;B2;Art und Weise;zögerlich;avec hésitation;hesitantly;Er antwortete zögerlich auf die Frage.;Il a répondu à la question avec hésitation.;He answered the question hesitantly.
adverbe;B2;Art und Weise;entschlossen;avec détermination;decisively;Die Regierung reagierte entschlossen auf die Krise.;Le gouvernement a réagi à la crise avec détermination.;The government reacted decisively to the crisis.
adverbe;B2;Art und Weise;konsequent;avec constance, rigoureusement;consistently;Er verfolgt seine Ziele konsequent.;Il poursuit ses objectifs avec constance.;He pursues his goals consistently.
adverbe;B2;Art und Weise;beharrlich;avec ténacité;persistently;Sie hat beharrlich nachgefragt.;Elle a insisté avec ténacité.;She persistently kept asking.
adverbe;B2;Art und Weise;unauffällig;discrètement;inconspicuously;Er verließ den Saal unauffällig.;Il a quitté la salle discrètement.;He left the hall inconspicuously.
adverbe;B2;Art und Weise;stillschweigend;tacitement;tacitly;Der Vertrag wird stillschweigend verlängert.;Le contrat est reconduit tacitement.;The contract is tacitly extended.
adverbe;B2;Art und Weise;eigenhändig;de sa propre main;personally, by hand;Der Antrag muss eigenhändig unterschrieben werden.;La demande doit être signée de sa propre main.;The application must be signed by hand.
adverbe;B2;Art und Weise;kurzerhand;sans plus de façons;without further ado;Sie hat den Termin kurzerhand abgesagt.;Elle a annulé le rendez-vous sans plus de façons.;She cancelled the appointment without further ado.
