type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
adjectif;A1;;braun;marron;brown;Seine Augen sind braun.;Ses yeux sont marron.;His eyes are brown.
adjectif;A1;;orange;orange;orange;Der Sonnenuntergang ist orange.;Le coucher de soleil est orange.;The sunset is orange.
adjectif;A1;;rosa;rose;pink;Das Kleid ist rosa.;La robe est rose.;The dress is pink.
adjectif;A1;;grau;gris;gray;Der Himmel ist heute grau.;Le ciel est gris aujourd'hui.;The sky is gray today.
adjectif;A1;;lila;violet;purple;Die Blume ist lila.;La fleur est violette.;The flower is purple.
adjectif;A1;;bunt;coloré;colorful;Der Regenbogen ist bunt.;L'arc-en-ciel est coloré.;The rainbow is colorful.
adjectif;A1;;dick;épais, gros;thick, fat;Das Buch ist sehr dick.;Le livre est très épais.;The book is very thick.
adjectif;A1;;dünn;mince, fin;thin;Das Papier ist sehr dünn.;Le papier est très fin.;The paper is very thin.
adjectif;A1;;rund;rond;round;Der Ball ist rund.;Le ballon est rond.;The ball is round.
adjectif;A1;;eckig;anguleux;angular;Der Tisch ist eckig.;La table est anguleuse.;The table is angular.
adjectif;A1;;spitz;pointu;pointed, sharp;Die Nadel ist spitz.;L'aiguille est pointue.;The needle is sharp.
adjectif;A1;;flach;plat;flat;Das Land ist hier sehr flach.;Le pays est très plat ici.;The land is very flat here.
adjectif;A1;;tief;profond;deep;Der See ist sehr tief.;Le lac est très profond.;The lake is very deep.
adjectif;A1;;nass;mouillé;wet;Meine Schuhe sind nass.;Mes chaussures sont mouillées.;My shoes are wet.
adjectif;A1;;trocken;sec;dry;Die Wäsche ist schon trocken.;Le linge est déjà sec.;The laundry is already dry.
adjectif;A1;;offen;ouvert;open;Die Tür ist offen.;La porte est ouverte.;The door is open.
adjectif;A1;;zu;fermé;closed;Das Geschäft ist heute zu.;Le magasin est fermé aujourd'hui.;The store is closed today.
adjectif;A1;;fertig;prêt, fini;ready, finished;Das Essen ist fertig.;Le repas est prêt.;The food is ready.
adjectif;A1;;kaputt;cassé;broken;Mein Handy ist kaputt.;Mon téléphone est cassé.;My phone is broken.
adjectif;A1;;süß;sucré, mignon;sweet, cute;Der Kuchen ist sehr süß.;Le gâteau est très sucré.;The cake is very sweet.
adjectif;A1;;sauer;acide;sour;Die Zitrone ist sauer.;Le citron est acide.;The lemon is sour.
adjectif;A1;;bitter;amer;bitter;Der Kaffee schmeckt bitter.;Le café a un goût amer.;The coffee tastes bitter.
adjectif;A1;;salzig;salé;salty;Die Suppe ist zu salzig.;La soupe est trop salée.;The soup is too salty.
adjectif;A1;;scharf;épicé, piquant;spicy;Das Curry ist sehr scharf.;Le curry est très épicé.;The curry is very spicy.
adjectif;A1;;lecker;délicieux;delicious;Das Essen schmeckt lecker.;Le repas est délicieux.;The food tastes delicious.
adjectif;A1;;weit;loin, ample;far, wide;Der Weg ist sehr weit.;Le chemin est très long.;The way is very far.
adjectif;A1;;nah;proche;near, close;Die Schule ist ganz nah.;L'école est tout près.;The school is very close.
adjectif;A1;;frei;libre;free;Der Platz ist frei.;La place est libre.;The seat is free.
adjectif;A1;;besetzt;occupé;occupied;Die Toilette ist besetzt.;Les toilettes sont occupées.;The toilet is occupied.
adjectif;A1;;wach;éveillé;awake;Das Baby ist noch wach.;Le bébé est encore éveillé.;The baby is still awake.
adjectif;A1;;lustig;drôle;funny;Der Clown ist sehr lustig.;Le clown est très drôle.;The clown is very funny.
adjectif;A1;;ernst;sérieux;serious;Sein Gesicht war ganz ernst.;Son visage était tout sérieux.;His face was completely serious.
adjectif;A1;;verliebt;amoureux;in love;Sie ist total verliebt.;Elle est complètement amoureuse.;She is completely in love.
adjectif;A1;;verheiratet;marié;married;Meine Schwester ist verheiratet.;Ma sœur est mariée.;My sister is married.
adjectif;A1;;ledig;célibataire;single;Er ist noch ledig.;Il est encore célibataire.;He is still single.
adjectif;A1;;hübsch;joli;pretty;Das Kleid ist wirklich hübsch.;La robe est vraiment jolie.;The dress is really pretty.
adjectif;A1;;schlank;mince, svelte;slim;Sie ist groß und schlank.;Elle est grande et mince.;She is tall and slim.
adjectif;A1;;mager;maigre;skinny, lean;Der Hund war sehr mager.;Le chien était très maigre.;The dog was very skinny.
adjectif;A1;;sportlich;sportif;athletic;Mein Bruder ist sehr sportlich.;Mon frère est très sportif.;My brother is very athletic.
adjectif;A1;;musikalisch;musicien, musical;musical;Meine Tochter ist sehr musikalisch.;Ma fille est très musicienne.;My daughter is very musical.
adjectif;A1;;sonnig;ensoleillé;sunny;Heute ist es sonnig.;Aujourd'hui, il fait ensoleillé.;Today it's sunny.
adjectif;A1;;wolkig;nuageux;cloudy;Morgen wird es wolkig.;Demain, ce sera nuageux.;Tomorrow it will be cloudy.
adjectif;A1;;windig;venteux;windy;Am Strand ist es windig.;Sur la plage, il y a du vent.;It's windy at the beach.
adjectif;A1;;regnerisch;pluvieux;rainy;Der Herbst ist oft regnerisch.;L'automne est souvent pluvieux.;Autumn is often rainy.
adjectif;A1;;neblig;brumeux;foggy;Am Morgen war es neblig.;Le matin, il y avait du brouillard.;In the morning it was foggy.
adjectif;A1;;hart;dur;hard;Das Brot ist schon hart.;Le pain est déjà dur.;The bread is already hard.
adjectif;A1;;weich;mou, doux;soft;Das Kissen ist sehr weich.;L'oreiller est très doux.;The pillow is very soft.
adjectif;A1;;glatt;lisse;smooth, slippery;Die Straße ist glatt.;La route est glissante.;The road is slippery.
adjectif;A1;;rau;rugueux;rough;Seine Hände sind rau.;Ses mains sont rugueuses.;His hands are rough.
adjectif;A1;;gerade;droit;straight;Die Straße ist ganz gerade.;La route est toute droite.;The road is completely straight.
adjectif;A1;;krumm;tordu, courbé;crooked;Der Ast ist krumm.;La branche est tordue.;The branch is crooked.
adjectif;A1;;riesig;énorme;huge;Der Elefant ist riesig.;L'éléphant est énorme.;The elephant is huge.
adjectif;A1;;winzig;minuscule;tiny;Die Ameise ist winzig.;La fourmi est minuscule.;The ant is tiny.
adjectif;A1;;eng;étroit, serré;tight, narrow;Die Hose ist mir zu eng.;Le pantalon est trop serré pour moi.;The pants are too tight for me.
adjectif;A1;;geräumig;spacieux;spacious;Die neue Wohnung ist sehr geräumig.;Le nouvel appartement est très spacieux.;The new apartment is very spacious.
adjectif;A1;;türkis;turquoise;turquoise;Das Meer ist türkis.;La mer est turquoise.;The sea is turquoise.
adjectif;A1;;beige;beige;beige;Die Wand ist beige gestrichen.;Le mur est peint en beige.;The wall is painted beige.
adjectif;A1;;toll;super, génial;great, fantastic;Das war ein toller Abend.;C'était une soirée géniale.;That was a great evening.
adjectif;A1;;deutsch;allemand;German;Sie liest gerade einen deutschen Roman.;Elle lit en ce moment un roman allemand.;She is reading a German novel.
adjectif;A1;;englisch;anglais;English;Wir sehen den Film in der englischen Fassung.;Nous regardons le film en version anglaise.;We're watching the film in the English version.
adjectif;A1;;spanisch;espagnol;Spanish;Er kocht heute ein spanisches Gericht.;Il cuisine un plat espagnol aujourd'hui.;He is cooking a Spanish dish today.
adjectif;A2;;interessant;intéressant;interesting;Das Buch ist wirklich interessant.;Le livre est vraiment intéressant.;The book is really interesting.
adjectif;A2;;langweilig;ennuyeux;boring;Der Film war ziemlich langweilig.;Le film était plutôt ennuyeux.;The movie was quite boring.
adjectif;A2;;wichtig;important;important;Das ist eine wichtige Entscheidung.;C'est une décision importante.;That's an important decision.
adjectif;A2;;gefährlich;dangereux;dangerous;Es ist gefährlich, bei Rot über die Straße zu gehen.;Il est dangereux de traverser au feu rouge.;It's dangerous to cross the street on red.
adjectif;A2;;sicher;sûr;safe;Diese Straße ist sicher für Fahrräder.;Cette rue est sûre pour les vélos.;This street is safe for bicycles.
adjectif;A2;;einfach;simple;simple;Die Aufgabe war ganz einfach.;L'exercice était très simple.;The task was very simple.
adjectif;A2;;schwierig;difficile;difficult;Deutsch zu lernen ist manchmal schwierig.;Apprendre l'allemand est parfois difficile.;Learning German is sometimes difficult.
adjectif;A2;;sauber;propre;clean;Die Küche ist wieder sauber.;La cuisine est de nouveau propre.;The kitchen is clean again.
adjectif;A2;;schmutzig;sale;dirty;Nach dem Spiel waren die Kinder schmutzig.;Après le match, les enfants étaient sales.;After the game, the children were dirty.
adjectif;A2;;voll;plein;full;Der Bus war heute Morgen sehr voll.;Le bus était plein à craquer ce matin.;The bus was very full this morning.
adjectif;A2;;leer;vide;empty;Der Kühlschrank ist fast leer.;Le frigo est presque vide.;The fridge is almost empty.
adjectif;A2;;stark;fort;strong;Er ist körperlich sehr stark.;Il est physiquement très fort.;He is physically very strong.
adjectif;A2;;schwach;faible;weak;Nach der Krankheit fühlt er sich schwach.;Après la maladie, il se sent faible.;After the illness he feels weak.
adjectif;A2;;richtig;correct;correct;Deine Antwort war richtig.;Ta réponse était correcte.;Your answer was correct.
adjectif;A2;;falsch;faux;wrong;Die Rechnung war leider falsch.;La facture était malheureusement fausse.;The invoice was unfortunately wrong.
adjectif;A2;;ruhig;calme;calm;Am Sonntag ist die Stadt ruhig.;Le dimanche, la ville est calme.;On Sundays, the city is calm.
adjectif;A2;;pünktlich;ponctuel;punctual;Der Zug kam pünktlich an.;Le train est arrivé à l'heure.;The train arrived on time.
adjectif;A2;;bekannt;connu;known, famous;Sie ist eine bekannte Sängerin.;C'est une chanteuse connue.;She is a well-known singer.
adjectif;A2;;modern;moderne;modern;Das neue Museum ist sehr modern.;Le nouveau musée est très moderne.;The new museum is very modern.
adjectif;A2;;praktisch;pratique;practical;Dieses Werkzeug ist sehr praktisch.;Cet outil est très pratique.;This tool is very practical.
adjectif;A2;;bequem;confortable;comfortable;Der Sessel ist wirklich bequem.;Le fauteuil est vraiment confortable.;The armchair is really comfortable.
adjectif;A2;;ordentlich;ordonné;tidy, neat;Sein Zimmer ist immer ordentlich.;Sa chambre est toujours en ordre.;His room is always tidy.
adjectif;A2;;ehrlich;honnête;honest;Sei bitte ehrlich zu mir.;Sois honnête avec moi, s'il te plaît.;Please be honest with me.
adjectif;A2;;mutig;courageux;brave;Der Feuerwehrmann war sehr mutig.;Le pompier était très courageux.;The firefighter was very brave.
adjectif;A2;;geduldig;patient;patient;Die Lehrerin ist sehr geduldig.;L'enseignante est très patiente.;The teacher is very patient.
adjectif;A2;;höflich;poli;polite;Die Kinder waren sehr höflich.;Les enfants étaient très polis.;The children were very polite.
adjectif;A2;;klug;intelligent;smart, clever;Sie hat eine kluge Lösung gefunden.;Elle a trouvé une solution intelligente.;She found a clever solution.
adjectif;A2;;dumm;stupide;stupid;Das war eine dumme Idee.;C'était une idée stupide.;That was a stupid idea.
adjectif;A2;;fleißig;travailleur, appliqué;hardworking;Die Studentin ist sehr fleißig.;L'étudiante est très travailleuse.;The student is very hardworking.
adjectif;A2;;faul;paresseux;lazy;An Sonntagen bin ich manchmal faul.;Le dimanche, je suis parfois paresseux.;On Sundays I'm sometimes lazy.
adjectif;A2;;unwichtig;peu important;unimportant;Das ist für mich unwichtig.;C'est sans importance pour moi.;That's unimportant to me.
adjectif;A2;;unsicher;incertain;uncertain, unsafe;Er wirkte sehr unsicher bei der Prüfung.;Il semblait très incertain pendant l'examen.;He seemed very unsure during the exam.
adjectif;A2;;gemütlich;confortable, convivial;cozy;Das Café ist sehr gemütlich.;Le café est très confortable.;The café is very cozy.
adjectif;A2;;angenehm;agréable;pleasant;Die Temperatur ist heute angenehm.;La température est agréable aujourd'hui.;The temperature is pleasant today.
adjectif;A2;;unangenehm;désagréable;unpleasant;Das Gespräch war sehr unangenehm.;La conversation était très désagréable.;The conversation was very unpleasant.
adjectif;A2;;spannend;passionnant;exciting, thrilling;Der Krimi ist wirklich spannend.;Le polar est vraiment passionnant.;The thriller is really exciting.
adjectif;A2;;aufregend;excitant;exciting;Der erste Schultag war aufregend.;Le premier jour d'école était excitant.;The first day of school was exciting.
adjectif;A2;;berühmt;célèbre;famous;Er ist ein berühmter Schauspieler.;C'est un acteur célèbre.;He is a famous actor.
adjectif;A2;;beliebt;populaire, apprécié;popular;Diese Lehrerin ist sehr beliebt.;Cette enseignante est très appréciée.;This teacher is very popular.
adjectif;A2;;unbeliebt;impopulaire;unpopular;Die Entscheidung war sehr unbeliebt.;La décision était très impopulaire.;The decision was very unpopular.
adjectif;A2;;typisch;typique;typical;Das ist typisch für ihn.;C'est typique de lui.;That's typical of him.
adjectif;A2;;normal;normal;normal;Das Verhalten ist völlig normal.;Ce comportement est tout à fait normal.;The behavior is completely normal.
adjectif;A2;;seltsam;bizarre, étrange;strange;Er hat sich seltsam verhalten.;Il s'est comporté bizarrement.;He behaved strangely.
adjectif;A2;;komisch;bizarre, drôle;strange, funny;Das riecht komisch.;Ça sent bizarre.;That smells strange.
adjectif;A2;;gewöhnlich;habituel, ordinaire;usual, ordinary;Das ist ein ganz gewöhnlicher Tag.;C'est une journée tout à fait ordinaire.;That's a completely ordinary day.
adjectif;A2;;ungewöhnlich;inhabituel;unusual;Das Wetter ist heute ungewöhnlich warm.;Le temps est inhabituellement chaud aujourd'hui.;The weather is unusually warm today.
adjectif;A2;;notwendig;nécessaire;necessary;Eine Reservierung ist notwendig.;Une réservation est nécessaire.;A reservation is necessary.
adjectif;A2;;nötig;nécessaire;necessary;Das ist nicht nötig.;Ce n'est pas nécessaire.;That's not necessary.
adjectif;A2;;möglich;possible;possible;Ein Treffen ist morgen möglich.;Une rencontre est possible demain.;A meeting is possible tomorrow.
adjectif;A2;;unmöglich;impossible;impossible;Das ist einfach unmöglich.;C'est tout simplement impossible.;That's simply impossible.
adjectif;A2;;wahrscheinlich;probable;probable, likely;Es wird wahrscheinlich regnen.;Il va probablement pleuvoir.;It will probably rain.
adjectif;A2;;genau;précis, exact;precise, exact;Kannst du das genau erklären?;Peux-tu expliquer cela précisément ?;Can you explain that precisely?
adjectif;A2;;ungenau;imprécis;imprecise;Seine Angaben waren ungenau.;Ses informations étaient imprécises.;His information was imprecise.
adjectif;A2;;deutlich;clair, net;clear;Sprich bitte etwas deutlicher.;Parle un peu plus clairement, s'il te plaît.;Please speak a bit more clearly.
adjectif;A2;;undeutlich;peu clair;unclear;Seine Schrift ist ziemlich undeutlich.;Son écriture est plutôt peu claire.;His handwriting is rather unclear.
adjectif;A2;;klar;clair;clear;Die Regeln sind klar.;Les règles sont claires.;The rules are clear.
adjectif;A2;;unklar;pas clair;unclear;Die Situation ist noch unklar.;La situation n'est pas encore claire.;The situation is still unclear.
adjectif;A2;;vorsichtig;prudent;careful;Sei vorsichtig auf der Straße!;Sois prudent dans la rue !;Be careful on the street!
adjectif;A2;;leichtsinnig;imprudent;careless, reckless;Das war ziemlich leichtsinnig von dir.;C'était plutôt imprudent de ta part.;That was quite reckless of you.
adjectif;A2;;tapfer;courageux;brave;Der Junge war sehr tapfer beim Arzt.;Le garçon a été très courageux chez le médecin.;The boy was very brave at the doctor's.
adjectif;A2;;schüchtern;timide;shy;Meine Schwester ist eher schüchtern.;Ma sœur est plutôt timide.;My sister is rather shy.
adjectif;A2;;selbstbewusst;sûr de soi;self-confident;Sie tritt sehr selbstbewusst auf.;Elle se présente avec beaucoup d'assurance.;She comes across as very self-confident.
adjectif;A2;;gesellig;sociable;sociable;Mein Opa ist ein geselliger Mensch.;Mon grand-père est une personne sociable.;My grandpa is a sociable person.
adjectif;A2;;einsam;seul, solitaire;lonely;Nach dem Umzug fühlte sie sich einsam.;Après le déménagement, elle se sentait seule.;After the move she felt lonely.
adjectif;A2;;geschieden;divorcé;divorced;Meine Eltern sind geschieden.;Mes parents sont divorcés.;My parents are divorced.
adjectif;A2;;verlobt;fiancé;engaged;Meine Schwester ist verlobt.;Ma sœur est fiancée.;My sister is engaged.
adjectif;A2;;schwanger;enceinte;pregnant;Meine Kollegin ist schwanger.;Ma collègue est enceinte.;My colleague is pregnant.
adjectif;A2;;erwachsen;adulte;adult, grown-up;Ihre Kinder sind schon erwachsen.;Ses enfants sont déjà adultes.;Her children are already grown up.
adjectif;A2;;berufstätig;actif professionnellement;employed, working;Beide Eltern sind berufstätig.;Les deux parents travaillent.;Both parents are working.
adjectif;A2;;arbeitslos;au chômage;unemployed;Er ist seit einem Monat arbeitslos.;Il est au chômage depuis un mois.;He has been unemployed for a month.
adjectif;A2;;unfreundlich;peu aimable;unfriendly;Der Kellner war ziemlich unfreundlich.;Le serveur était plutôt peu aimable.;The waiter was quite unfriendly.
adjectif;A2;;rechtzeitig;à temps;on time, in time;Wir sind rechtzeitig angekommen.;Nous sommes arrivés à temps.;We arrived on time.
adjectif;A2;;verspätet;en retard;delayed, late;Der Zug ist heute verspätet.;Le train est en retard aujourd'hui.;The train is delayed today.
adjectif;A2;;aktuell;actuel;current;Das ist ein sehr aktuelles Thema.;C'est un sujet très actuel.;That's a very current topic.
adjectif;A2;;veraltet;dépassé, désuet;outdated;Diese Technik ist veraltet.;Cette technologie est dépassée.;This technology is outdated.
adjectif;A2;;altmodisch;démodé;old-fashioned;Sein Stil ist etwas altmodisch.;Son style est un peu démodé.;His style is a bit old-fashioned.
adjectif;A2;;modisch;à la mode;fashionable;Sie trägt immer modische Kleidung.;Elle porte toujours des vêtements à la mode.;She always wears fashionable clothes.
adjectif;A2;;elegant;élégant;elegant;Sie war elegant gekleidet.;Elle était élégamment habillée.;She was elegantly dressed.
adjectif;A2;;schick;chic;chic;Das ist ein schickes Restaurant.;C'est un restaurant chic.;That's a chic restaurant.
adjectif;A2;;attraktiv;attirant, séduisant;attractive;Das Angebot ist sehr attraktiv.;L'offre est très attractive.;The offer is very attractive.
adjectif;A2;;sympathisch;sympathique;likable;Der neue Kollege ist sehr sympathisch.;Le nouveau collègue est très sympathique.;The new colleague is very likable.
adjectif;A2;;unsympathisch;antipathique;unlikable;Sein Verhalten fand ich unsympathisch.;J'ai trouvé son comportement antipathique.;I found his behavior unlikable.
adjectif;A2;;gemein;méchant, mesquin;mean;Das war eine gemeine Bemerkung.;C'était une remarque méchante.;That was a mean remark.
adjectif;A2;;böse;méchant, fâché;angry, mean;Sei mir bitte nicht böse.;Ne m'en veux pas, s'il te plaît.;Please don't be angry with me.
adjectif;A2;;lieb;gentil, cher;kind, dear;Das war sehr lieb von dir.;C'était très gentil de ta part.;That was very kind of you.
adjectif;A2;;brav;sage, obéissant;well-behaved;Das Kind war heute sehr brav.;L'enfant a été très sage aujourd'hui.;The child was very well-behaved today.
adjectif;A2;;frech;insolent, effronté;cheeky, insolent;Der Schüler war ziemlich frech.;L'élève était plutôt insolent.;The student was quite cheeky.
adjectif;A2;;vertraut;familier;familiar;Diese Straße ist mir vertraut.;Cette rue m'est familière.;This street is familiar to me.
adjectif;A2;;fremd;étranger, inconnu;foreign, unfamiliar;Das Land war mir völlig fremd.;Ce pays m'était complètement inconnu.;The country was completely unfamiliar to me.
adjectif;A2;;gastfreundlich;hospitalier;hospitable;Die Familie war sehr gastfreundlich.;La famille était très hospitalière.;The family was very hospitable.
adjectif;A2;;unternehmungslustig;aventureux, qui aime sortir;adventurous;Meine Freunde sind sehr unternehmungslustig.;Mes amis aiment beaucoup sortir et bouger.;My friends are very adventurous.
adjectif;A2;;gesprächig;bavard;talkative;Mein Opa ist sehr gesprächig.;Mon grand-père est très bavard.;My grandpa is very talkative.
adjectif;A2;;schweigsam;taciturne;taciturn, quiet;Er ist eher schweigsam.;Il est plutôt taciturne.;He is rather quiet.
adjectif;A2;;stressig;stressant;stressful;Der Job ist manchmal stressig.;Le travail est parfois stressant.;The job is sometimes stressful.
adjectif;A2;;anstrengend;fatigant, exigeant;exhausting;Die Wanderung war sehr anstrengend.;La randonnée était très fatigante.;The hike was very exhausting.
adjectif;A2;;erholsam;reposant;restful;Der Urlaub war sehr erholsam.;Les vacances étaient très reposantes.;The vacation was very restful.
adjectif;A2;;abwechslungsreich;varié;varied;Der Alltag hier ist abwechslungsreich.;Le quotidien ici est varié.;Daily life here is varied.
adjectif;A2;;eintönig;monotone;monotonous;Die Arbeit am Fließband ist eintönig.;Le travail à la chaîne est monotone.;Assembly line work is monotonous.
adjectif;A2;;kompliziert;compliqué;complicated;Die Anleitung ist ziemlich kompliziert.;Le mode d'emploi est plutôt compliqué.;The instructions are rather complicated.
adjectif;A2;;übersichtlich;clair, bien structuré;clear, well-organized;Die Speisekarte ist sehr übersichtlich.;Le menu est très clair et bien structuré.;The menu is very well-organized.
adjectif;A2;;arm;pauvre;poor;Die Familie war damals sehr arm.;La famille était très pauvre à l'époque.;The family was very poor back then.
adjectif;A2;;still;silencieux, calme;quiet, silent;Im Wald war es ganz still.;Dans la forêt, tout était silencieux.;It was completely quiet in the forest.
adjectif;A2;;fett;gras, gros;fat, greasy;Diese Soße ist mir zu fett.;Cette sauce est trop grasse pour moi.;This sauce is too greasy for me.
adjectif;A2;;satt;rassasié;full, satiated;Danke, ich bin satt.;Merci, je n'ai plus faim.;Thanks, I'm full.
adjectif;A2;;schlimm;grave, terrible;bad, serious;So schlimm war es gar nicht.;Ce n'était pas si grave que ça.;It wasn't that bad at all.
adjectif;A2;;recht;juste, correct;right, correct;Du hast recht, ich habe mich geirrt.;Tu as raison, je me suis trompé.;You are right, I was wrong.
adjectif;A2;;kostenlos;gratuit;free of charge;Der Eintritt ist für Kinder kostenlos.;L'entrée est gratuite pour les enfants.;Admission is free for children.
adjectif;A2;;männlich;masculin, mâle;male, masculine;Das Wort ist männlich: der Tisch.;Le mot est masculin : der Tisch.;The word is masculine: der Tisch.
adjectif;A2;;chinesisch;chinois;Chinese;Wir essen heute chinesisch.;Nous mangeons chinois aujourd'hui.;We're eating Chinese today.
adjectif;A2;;griechisch;grec;Greek;Sie studiert die griechische Geschichte.;Elle étudie l'histoire grecque.;She studies Greek history.
adjectif;A2;;russisch;russe;Russian;Er liest russische Literatur.;Il lit de la littérature russe.;He reads Russian literature.
adjectif;A2;;amerikanisch;américain;American;Das ist ein amerikanischer Wagen.;C'est une voiture américaine.;That is an American car.
adjectif;A2;;automatisch;automatique;automatic;Die Tür öffnet sich automatisch.;La porte s'ouvre automatiquement.;The door opens automatically.
adjectif;A2;;bar;en espèces;in cash;Ich bezahle bar.;Je paie en espèces.;I'm paying cash.
adjectif;A2;;blond;blond;blond;Ihre Tochter hat blonde Haare.;Sa fille a les cheveux blonds.;Her daughter has blond hair.
adjectif;A2;;direkt;direct, directement;direct, directly;Der Zug fährt direkt nach Berlin.;Le train va directement à Berlin.;The train goes directly to Berlin.
adjectif;A2;;echt;authentique, vrai;real, genuine;Ist der Ring aus echtem Gold?;La bague est-elle en or véritable ?;Is the ring made of real gold?
adjectif;A2;;egal;égal, indifférent;all the same;Es ist mir egal, wo wir essen.;Peu m'importe où nous mangeons.;I don't mind where we eat.
adjectif;A2;;froh;content, heureux;glad;Ich bin froh, dass du da bist.;Je suis content que tu sois là.;I'm glad you're here.
adjectif;A2;;furchtbar;affreux, terrible;terrible;Das Wetter war furchtbar.;Le temps était affreux.;The weather was terrible.
adjectif;A2;;geboren;né;born;Ich bin in Lyon geboren.;Je suis né à Lyon.;I was born in Lyon.
adjectif;A2;;günstig;avantageux, bon marché;good value, favourable;Das Angebot ist sehr günstig.;L'offre est très avantageuse.;The offer is very good value.
adjectif;A2;;intelligent;intelligent;intelligent;Sie ist eine sehr intelligente Frau.;C'est une femme très intelligente.;She is a very intelligent woman.
adjectif;A2;;interessiert;intéressé;interested;Er ist an dem Kurs interessiert.;Il est intéressé par le cours.;He is interested in the course.
adjectif;A2;;kühl;frais;cool;Am Morgen war es noch kühl.;Le matin, il faisait encore frais.;In the morning it was still cool.
adjectif;A2;;nervös;nerveux;nervous;Vor der Prüfung bin ich immer nervös.;Avant l'examen, je suis toujours nerveux.;Before the exam I'm always nervous.
adjectif;A2;;online;en ligne;online;Ich habe das Ticket online gekauft.;J'ai acheté le billet en ligne.;I bought the ticket online.
adjectif;A2;;privat;privé;private;Das ist eine private Frage.;C'est une question privée.;That's a private question.
adjectif;A2;;schriftlich;écrit, par écrit;in writing;Bitte geben Sie mir eine schriftliche Antwort.;Donnez-moi une réponse écrite, s'il vous plaît.;Please give me a written answer.
adjectif;A2;;streng;strict, sévère;strict;Unser Lehrer ist sehr streng.;Notre professeur est très strict.;Our teacher is very strict.
adjectif;A2;;tot;mort;dead;Die Pflanze ist leider tot.;La plante est malheureusement morte.;Unfortunately the plant is dead.
adjectif;A2;;verschieden;différent;different;Wir haben verschiedene Meinungen.;Nous avons des opinions différentes.;We have different opinions.
adjectif;A2;;wunderbar;merveilleux;wonderful;Das Essen war wunderbar.;Le repas était merveilleux.;The meal was wonderful.
adjectif;A2;;bewölkt;nuageux;cloudy;Morgen ist es stark bewölkt.;Demain, le ciel sera très nuageux.;Tomorrow it will be very cloudy.
adjectif;A2;;eilig;pressé, urgent;urgent, in a hurry;Ich habe es eilig.;Je suis pressé.;I'm in a hurry.
adjectif;A2;;europäisch;européen;European;Der europäische Führerschein gilt überall.;Le permis de conduire européen est valable partout.;The European driving licence is valid everywhere.
adjectif;A2;;herzlich;cordial, chaleureux;warm, cordial;Herzlichen Dank für die Einladung!;Merci de tout cœur pour l'invitation !;Many warm thanks for the invitation!
adjectif;A2;;schrecklich;affreux, terrible;terrible;Das Essen war schrecklich.;Le repas était affreux.;The food was terrible.
adjectif;A2;;willkommen;bienvenu;welcome;Herzlich willkommen in Berlin!;Bienvenue à Berlin !;A warm welcome to Berlin!
adjectif;A2;;einig;d'accord;in agreement;Wir sind uns einig.;Nous sommes d'accord.;We agree.
adjectif;A2;;luxemburgisch;luxembourgeois;Luxembourgish;Sie hat einen luxemburgischen Pass.;Elle a un passeport luxembourgeois.;She has a Luxembourgish passport.
adjectif;A2;;reserviert;réservé;reserved;Dieser Tisch ist reserviert.;Cette table est réservée.;This table is reserved.
adjectif;A2;;romantisch;romantique;romantic;Das war ein romantischer Abend.;C'était une soirée romantique.;That was a romantic evening.
adjectif;A2;;schweizerisch;suisse;Swiss;Das ist ein schweizerisches Wort.;C'est un mot suisse.;That's a Swiss word.
adjectif;A2;;österreichisch;autrichien;Austrian;Die österreichische Küche kenne ich gut.;Je connais bien la cuisine autrichienne.;I know Austrian cooking well.
adjectif;B1;;zuverlässig;fiable;reliable;Mein Kollege ist sehr zuverlässig.;Mon collègue est très fiable.;My colleague is very reliable.
adjectif;B1;;verantwortlich;responsable;responsible;Sie ist verantwortlich für das Projekt.;Elle est responsable du projet.;She is responsible for the project.
adjectif;B1;;selbstständig;autonome;independent;Er arbeitet sehr selbstständig.;Il travaille de façon très autonome.;He works very independently.
adjectif;B1;;kreativ;créatif;creative;Die Designerin ist sehr kreativ.;La designer est très créative.;The designer is very creative.
adjectif;B1;;flexibel;flexible;flexible;Meine Arbeitszeiten sind flexibel.;Mes horaires de travail sont flexibles.;My working hours are flexible.
adjectif;B1;;ehrgeizig;ambitieux;ambitious;Er ist ein ehrgeiziger junger Mann.;C'est un jeune homme ambitieux.;He is an ambitious young man.
adjectif;B1;;großzügig;généreux;generous;Sie ist immer sehr großzügig.;Elle est toujours très généreuse.;She is always very generous.
adjectif;B1;;geizig;avare;stingy;Der geizige Mann gibt nie Trinkgeld.;L'homme avare ne donne jamais de pourboire.;The stingy man never tips.
adjectif;B1;;eifersüchtig;jaloux;jealous;Er wird schnell eifersüchtig.;Il devient vite jaloux.;He gets jealous quickly.
adjectif;B1;;neidisch;envieux;envious;Sie ist neidisch auf ihre Schwester.;Elle est envieuse de sa sœur.;She is envious of her sister.
adjectif;B1;;stolz;fier;proud;Die Eltern sind stolz auf ihr Kind.;Les parents sont fiers de leur enfant.;The parents are proud of their child.
adjectif;B1;;bescheiden;modeste;modest;Trotz seines Erfolgs bleibt er bescheiden.;Malgré son succès, il reste modeste.;Despite his success, he remains modest.
adjectif;B1;;neugierig;curieux;curious;Kinder sind von Natur aus neugierig.;Les enfants sont curieux par nature.;Children are curious by nature.
