type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
expression;A2;Gefühle/Reaktionen;Mir ist kalt;j'ai froid;I'm cold;Mach bitte das Fenster zu, mir ist kalt.;Ferme la fenêtre s'il te plaît, j'ai froid.;Please close the window, I'm cold.
expression;A2;Gefühle/Reaktionen;Mir ist warm;j'ai chaud;I'm warm;Mir ist warm, ich ziehe die Jacke aus.;J'ai chaud, j'enlève ma veste.;I'm warm, I'll take off my jacket.
expression;A2;Gefühle/Reaktionen;Kopfschmerzen haben;avoir mal à la tête;to have a headache;Ich habe seit heute Morgen Kopfschmerzen.;J'ai mal à la tête depuis ce matin.;I've had a headache since this morning.
expression;A2;Gefühle/Reaktionen;Eine Erkältung haben;être enrhumé;to have a cold;Sie hat eine Erkältung und bleibt zu Hause.;Elle est enrhumée et reste à la maison.;She has a cold and is staying home.
expression;A2;Gefühle/Reaktionen;Sich ausruhen;se reposer;to rest;Nach der Arbeit ruhe ich mich kurz aus.;Après le travail, je me repose un peu.;After work I rest for a while.
expression;A2;Alltag/Organisation;Zum Arzt gehen;aller chez le médecin;to go to the doctor;Wenn es schlimmer wird, geh zum Arzt.;Si ça empire, va chez le médecin.;If it gets worse, go to the doctor.
expression;A2;Alltag/Organisation;Spazieren gehen;aller se promener;to go for a walk;Sonntags gehen wir im Park spazieren.;Le dimanche, nous allons nous promener au parc.;On Sundays we go for a walk in the park.
expression;A2;Alltag/Organisation;Ins Bett gehen;aller se coucher;to go to bed;Ich gehe heute früh ins Bett.;Je vais me coucher tôt aujourd'hui.;I'm going to bed early today.
expression;A2;Alltag/Organisation;Geld abheben;retirer de l'argent;to withdraw money;Ich muss noch Geld abheben.;Je dois encore retirer de l'argent.;I still need to withdraw money.
expression;A2;Alltag/Organisation;Eine Nachricht schicken;envoyer un message;to send a message;Schick mir eine Nachricht, wenn du da bist.;Envoie-moi un message quand tu arrives.;Send me a message when you get there.
expression;A2;Alltag/Organisation;Ein Foto machen;prendre une photo;to take a photo;Machen wir ein Foto zusammen!;Prenons une photo ensemble !;Let's take a photo together!
expression;A2;Alltag/Organisation;Sich verabreden;prendre rendez-vous (avec un ami);to arrange to meet;Wir haben uns für Freitag verabredet.;Nous avons convenu de nous voir vendredi.;We arranged to meet on Friday.
expression;A2;Alltag/Organisation;Den Bus verpassen;rater le bus;to miss the bus;Ich habe den Bus verpasst und musste laufen.;J'ai raté le bus et j'ai dû marcher.;I missed the bus and had to walk.
expression;A2;Alltag/Organisation;Den Zug nehmen;prendre le train;to take the train;Wir nehmen den Zug nach Hamburg.;Nous prenons le train pour Hambourg.;We're taking the train to Hamburg.
expression;A2;Begrüßung/Small Talk;Prost;Santé ! (en trinquant);Cheers!;Prost! Auf euer Glück!;Santé ! À votre bonheur !;Cheers! To your happiness!
expression;B1;Diskussion/Nuance;es geht um;il s'agit de;it's about;In der Sitzung geht es um das neue Budget.;Lors de la réunion, il s'agit du nouveau budget.;The meeting is about the new budget.
expression;B1;Diskussion/Nuance;im Gegenteil;au contraire;on the contrary;Es war nicht langweilig, im Gegenteil!;Ce n'était pas ennuyeux, au contraire !;It wasn't boring, on the contrary!
expression;B1;Diskussion/Nuance;einerseits … andererseits;d'une part… d'autre part;on the one hand… on the other;Einerseits ist es teuer, andererseits sehr praktisch.;D'une part c'est cher, d'autre part très pratique.;On the one hand it's expensive, on the other very practical.
expression;B1;Diskussion/Nuance;das heißt;c'est-à-dire;that is to say;Er ist Frührentner, das heißt, er arbeitet nicht mehr.;Il est préretraité, c'est-à-dire qu'il ne travaille plus.;He's an early retiree, that is to say he no longer works.
expression;B1;Diskussion/Nuance;in der Regel;en règle générale;as a rule;In der Regel dauert das zwei Wochen.;En règle générale, cela prend deux semaines.;As a rule that takes two weeks.
expression;B1;Diskussion/Nuance;unter Umständen;le cas échéant;possibly;Unter Umständen müssen wir den Termin verschieben.;Le cas échéant, nous devrons reporter le rendez-vous.;Possibly we'll have to postpone the appointment.
expression;B1;Diskussion/Nuance;auf den ersten Blick;à première vue;at first sight;Auf den ersten Blick wirkt die Wohnung klein.;À première vue, l'appartement paraît petit.;At first sight the flat seems small.
expression;B1;Diskussion/Nuance;mit anderen Worten;autrement dit;in other words;Mit anderen Worten: Wir fangen von vorne an.;Autrement dit : nous recommençons depuis le début.;In other words: we're starting over.
expression;B1;Feste Verbindungen;eine Rolle spielen;jouer un rôle, compter;to play a role, to matter;Der Preis spielt für mich keine Rolle.;Le prix ne compte pas pour moi.;The price doesn't matter to me.
expression;B1;Feste Verbindungen;in Frage kommen;entrer en ligne de compte;to be an option;Ein Umzug kommt für uns nicht in Frage.;Un déménagement n'entre pas en ligne de compte pour nous.;Moving is not an option for us.
expression;B1;Feste Verbindungen;zur Verfügung stehen;être à disposition;to be available;Für Fragen stehe ich Ihnen zur Verfügung.;Je reste à votre disposition pour toute question.;I'm available to you for any questions.
expression;B1;Feste Verbindungen;in Kontakt bleiben;rester en contact;to stay in touch;Wir bleiben auf jeden Fall in Kontakt.;Nous restons en contact, c'est sûr.;We'll definitely stay in touch.
expression;B1;Feste Verbindungen;eine Rechnung bezahlen;régler une facture;to pay a bill;Ich muss noch die Rechnung bezahlen.;Je dois encore régler la facture.;I still have to pay the bill.
expression;B1;Feste Verbindungen;Bescheid geben;faire signe, informer;to give word;Gib mir Bescheid, sobald du es weißt.;Fais-moi signe dès que tu le sais.;Give me word as soon as you know.
expression;B1;Feste Verbindungen;Verantwortung übernehmen;assumer la responsabilité;to take responsibility;Sie hat die Verantwortung für das Projekt übernommen.;Elle a assumé la responsabilité du projet.;She took responsibility for the project.
expression;B1;Feste Verbindungen;einen Antrag stellen;déposer une demande;to file an application;Sie müssen einen Antrag beim Amt stellen.;Vous devez déposer une demande auprès de l'administration.;You have to file an application with the office.
expression;B1;Gefühle/Reaktionen;sich Sorgen machen;se faire du souci;to worry;Mach dir keine Sorgen, alles ist geregelt.;Ne te fais pas de souci, tout est réglé.;Don't worry, everything is sorted.
expression;B1;Gefühle/Reaktionen;sich freuen auf;se réjouir de (à venir);to look forward to;Ich freue mich schon auf den Urlaub.;Je me réjouis déjà des vacances.;I'm already looking forward to the holiday.
expression;B1;Gefühle/Reaktionen;sich freuen über;se réjouir de (déjà arrivé);to be pleased about;Sie hat sich sehr über das Geschenk gefreut.;Elle a été très contente du cadeau.;She was very pleased about the present.
expression;B1;Gefühle/Reaktionen;die Nase voll haben;en avoir assez;to be fed up;Ich habe die Nase voll von diesem Lärm.;J'en ai assez de ce bruit.;I'm fed up with this noise.
expression;B1;Gefühle/Reaktionen;auf die Nerven gehen;taper sur les nerfs;to get on someone's nerves;Das ständige Klingeln geht mir auf die Nerven.;Cette sonnerie continuelle me tape sur les nerfs.;The constant ringing gets on my nerves.
expression;B1;Gefühle/Reaktionen;Glück haben;avoir de la chance;to be lucky;Wir haben Glück gehabt: kein Stau.;Nous avons eu de la chance : pas de bouchon.;We were lucky: no traffic jam.
expression;B1;Gefühle/Reaktionen;keine Lust haben;ne pas avoir envie;to not feel like it;Heute habe ich keine Lust zu kochen.;Aujourd'hui, je n'ai pas envie de cuisiner.;Today I don't feel like cooking.
expression;B1;Alltag/Organisation;Schluss machen;en finir, arrêter;to call it a day, to break up;Für heute machen wir Schluss.;Pour aujourd'hui, nous arrêtons.;Let's call it a day.
expression;B1;Alltag/Organisation;auf dem Laufenden bleiben;se tenir au courant;to keep up to date;Ich bleibe über die Nachrichten auf dem Laufenden.;Je me tiens au courant par les informations.;I keep up to date through the news.
expression;B1;Alltag/Organisation;sich Zeit nehmen;prendre son temps;to take one's time;Nimm dir Zeit für die Antwort.;Prends ton temps pour la réponse.;Take your time with the answer.
expression;B1;Feste Verbindungen;in Anspruch nehmen;faire appel à, mobiliser;to make use of;Sie hat rechtliche Beratung in Anspruch genommen.;Elle a fait appel à un conseil juridique.;She made use of legal advice.
expression;B1;Diskussion/Nuance;zur Sprache kommen;être abordé (sujet);to come up (topic);Das Thema kam gestern zur Sprache.;Le sujet a été abordé hier.;The topic came up yesterday.
expression;B1;Alltag/Organisation;unter vier Augen;en tête-à-tête;in private;Können wir das unter vier Augen besprechen?;Pouvons-nous en parler en tête-à-tête ?;Can we discuss this in private?
expression;B1;Alltag/Organisation;aus Versehen;par inadvertance;by accident;Ich habe aus Versehen die falsche Taste gedrückt.;J'ai appuyé par inadvertance sur la mauvaise touche.;I pressed the wrong key by accident.
expression;B1;Alltag/Organisation;auf dem Weg;en chemin;on the way;Ich bin schon auf dem Weg zu dir.;Je suis déjà en chemin vers chez toi.;I'm already on the way to you.
expression;B1;Diskussion/Nuance;im Großen und Ganzen;dans l'ensemble;by and large;Im Großen und Ganzen bin ich zufrieden.;Dans l'ensemble, je suis satisfait.;By and large I'm satisfied.
expression;B1;Diskussion/Nuance;nach und nach;peu à peu;little by little;Nach und nach verstehe ich mehr.;Peu à peu, je comprends davantage.;Little by little I understand more.
expression;B1;Diskussion/Nuance;je nachdem;selon les cas;depending;Je nachdem, wie das Wetter wird, fahren wir.;Selon le temps qu'il fera, nous partirons.;Depending on the weather, we'll go.
expression;B1;Diskussion/Nuance;das kommt darauf an, ob;ça dépend si;that depends on whether;Das kommt darauf an, ob du Zeit hast.;Ça dépend si tu as le temps.;That depends on whether you have time.
expression;B1;Feste Verbindungen;Wert legen auf;attacher de l'importance à;to attach importance to;Sie legt großen Wert auf Pünktlichkeit.;Elle attache une grande importance à la ponctualité.;She attaches great importance to punctuality.
expression;B1;Feste Verbindungen;Rücksprache halten;se concerter;to consult;Ich halte noch Rücksprache mit dem Team.;Je me concerte encore avec l'équipe.;I'll still consult with the team.
expression;B1;Feste Verbindungen;einen Kompromiss finden;trouver un compromis;to find a compromise;Am Ende haben wir einen Kompromiss gefunden.;Finalement, nous avons trouvé un compromis.;In the end we found a compromise.
expression;B1;Feste Verbindungen;Abstand nehmen von;renoncer à;to refrain from;Wir haben von dem Plan Abstand genommen.;Nous avons renoncé à ce plan.;We refrained from that plan.
expression;B1;Alltag/Organisation;auf dem neuesten Stand;à jour;up to date;Die Software ist auf dem neuesten Stand.;Le logiciel est à jour.;The software is up to date.
expression;B1;Begrüßung/Small Talk;Herzlich willkommen;Bienvenue;Welcome;Herzlich willkommen in unserem Verein!;Bienvenue dans notre association !;Welcome to our club!
expression;B1;Begrüßung/Small Talk;Alles Gute;Tous mes vœux;All the best;Alles Gute für deinen neuen Job!;Tous mes vœux pour ton nouveau travail !;All the best for your new job!
expression;B1;Begrüßung/Small Talk;Mach's gut;Porte-toi bien;Take care;Ich muss los. Mach's gut!;Je dois y aller. Porte-toi bien !;I have to go. Take care!
expression;B1;Diskussion/Nuance;Wie dem auch sei;Quoi qu'il en soit;Be that as it may;Wie dem auch sei, wir müssen weitermachen.;Quoi qu'il en soit, nous devons continuer.;Be that as it may, we have to carry on.
expression;B1;Meinung/Zustimmung;Das kann ich mir vorstellen;Je m'en doute;I can imagine;Der Umzug war anstrengend. – Das kann ich mir vorstellen.;Le déménagement était fatigant. – Je m'en doute.;The move was exhausting. – I can imagine.
expression;B1;Feste Verbindungen;Sich bewerben um;postuler à;to apply for;Er bewirbt sich um eine Stelle in Berlin.;Il postule à un poste à Berlin.;He is applying for a job in Berlin.
expression;B1;Feste Verbindungen;Sich gewöhnen an;s'habituer à;to get used to;Man gewöhnt sich schnell an das Klima.;On s'habitue vite au climat.;You quickly get used to the climate.
expression;B1;Feste Verbindungen;Sich erinnern an;se souvenir de;to remember;Ich erinnere mich gut an diesen Tag.;Je me souviens bien de ce jour.;I remember that day well.
expression;B1;Feste Verbindungen;Sich verlassen auf;compter sur;to rely on;Auf ihn kann man sich verlassen.;On peut compter sur lui.;You can rely on him.
expression;B1;Feste Verbindungen;Sich beschäftigen mit;s'occuper de, se pencher sur;to deal with;Sie beschäftigt sich mit alter Musik.;Elle se penche sur la musique ancienne.;She deals with early music.
expression;B1;Feste Verbindungen;Sich entscheiden für;opter pour;to decide on;Wir haben uns für die kleinere Wohnung entschieden.;Nous avons opté pour le plus petit appartement.;We decided on the smaller flat.
expression;B1;Feste Verbindungen;Sich bedanken für;remercier pour;to thank for;Ich möchte mich für Ihre Geduld bedanken.;Je voudrais vous remercier pour votre patience.;I would like to thank you for your patience.
expression;B1;Feste Verbindungen;Sich entschuldigen für;s'excuser de;to apologise for;Er hat sich für die Verspätung entschuldigt.;Il s'est excusé de son retard.;He apologised for being late.
expression;B1;Feste Verbindungen;Sich vorbereiten auf;se préparer à;to prepare for;Sie bereitet sich auf die Prüfung vor.;Elle se prépare à l'examen.;She is preparing for the exam.
expression;B1;Feste Verbindungen;Sich beteiligen an;participer à;to take part in;Viele haben sich an der Diskussion beteiligt.;Beaucoup ont participé à la discussion.;Many took part in the discussion.
expression;B1;Feste Verbindungen;Teilnehmen an;participer à;to attend;Er nimmt an einem Sprachkurs teil.;Il participe à un cours de langue.;He is attending a language course.
expression;B1;Feste Verbindungen;Abhängen von;dépendre de;to depend on;Das hängt vom Wetter ab.;Cela dépend du temps.;That depends on the weather.
expression;B1;Feste Verbindungen;Bestehen aus;être composé de;to consist of;Das Team besteht aus fünf Personen.;L'équipe est composée de cinq personnes.;The team consists of five people.
expression;B1;Feste Verbindungen;Gehören zu;faire partie de;to belong to;Das gehört zu meinen Aufgaben.;Cela fait partie de mes tâches.;That belongs to my duties.
expression;B1;Feste Verbindungen;Sorgen für;veiller à;to see to;Bitte sorgen Sie für Ruhe im Raum.;Veuillez veiller au calme dans la salle.;Please see to it that the room stays quiet.
expression;B1;Feste Verbindungen;Warten auf;attendre;to wait for;Wir warten seit einer Stunde auf den Bus.;Nous attendons le bus depuis une heure.;We've been waiting for the bus for an hour.
expression;B1;Feste Verbindungen;Denken an;penser à;to think of;Denk bitte an die Schlüssel!;Pense aux clés, s'il te plaît !;Please think of the keys!
expression;B1;Feste Verbindungen;Leiden unter;souffrir de;to suffer from;Viele leiden unter dem Lärm.;Beaucoup souffrent du bruit.;Many suffer from the noise.
expression;B1;Feste Verbindungen;Rechnen mit;s'attendre à;to reckon with;Wir rechnen mit einer Verspätung.;Nous nous attendons à un retard.;We're reckoning with a delay.
expression;B1;Feste Verbindungen;Einfluss haben auf;avoir une influence sur;to have an influence on;Das Wetter hat Einfluss auf die Ernte.;Le temps a une influence sur la récolte.;The weather has an influence on the harvest.
expression;B1;Feste Verbindungen;Zugang haben zu;avoir accès à;to have access to;Alle Studenten haben Zugang zur Bibliothek.;Tous les étudiants ont accès à la bibliothèque.;All students have access to the library.
expression;B1;Feste Verbindungen;Erfahrung sammeln;acquérir de l'expérience;to gain experience;Im Praktikum sammelt man wertvolle Erfahrung.;En stage, on acquiert une expérience précieuse.;You gain valuable experience during an internship.
expression;B1;Feste Verbindungen;Kritik üben an;critiquer;to criticise;Die Presse übt Kritik an dem Plan.;La presse critique le plan.;The press is criticising the plan.
expression;B1;Feste Verbindungen;Eine Ausnahme machen;faire une exception;to make an exception;Heute machen wir eine Ausnahme.;Aujourd'hui, nous faisons une exception.;Today we'll make an exception.
expression;B1;Feste Verbindungen;Zu Wort kommen;avoir la parole;to get a word in;In der Sitzung kam jeder zu Wort.;Lors de la réunion, chacun a eu la parole.;Everyone got a word in at the meeting.
expression;B1;Feste Verbindungen;Im Wege stehen;faire obstacle à;to stand in the way;Nichts steht dem Projekt mehr im Wege.;Plus rien ne fait obstacle au projet.;Nothing stands in the way of the project any more.
expression;B1;Feste Verbindungen;Auf sich warten lassen;se faire attendre;to be a long time coming;Die Antwort ließ lange auf sich warten.;La réponse s'est fait longtemps attendre.;The answer was a long time coming.
expression;B1;Feste Verbindungen;Den Ton angeben;donner le ton;to set the tone;In dieser Branche gibt er den Ton an.;Dans ce secteur, c'est lui qui donne le ton.;In this industry he sets the tone.
expression;B1;Feste Verbindungen;Ins Spiel bringen;mettre sur la table;to bring into play;Sie brachte ein neues Argument ins Spiel.;Elle a mis un nouvel argument sur la table.;She brought a new argument into play.
expression;B1;Feste Verbindungen;Zur Kenntnis nehmen;prendre acte de;to take note of;Wir haben Ihre Beschwerde zur Kenntnis genommen.;Nous avons pris acte de votre réclamation.;We have taken note of your complaint.
expression;B1;Feste Verbindungen;In Erfahrung bringen;se renseigner sur;to find out;Ich versuche, den Termin in Erfahrung zu bringen.;J'essaie de me renseigner sur la date.;I'm trying to find out the date.
expression;B1;Feste Verbindungen;Bezug nehmen auf;faire référence à;to refer to;Ich nehme Bezug auf Ihr Schreiben.;Je fais référence à votre courrier.;I refer to your letter.
expression;B1;Feste Verbindungen;Schritt halten mit;suivre le rythme de;to keep pace with;Kleine Firmen können kaum Schritt halten.;Les petites entreprises peinent à suivre le rythme.;Small firms can hardly keep pace.
expression;B1;Diskussion/Nuance;In gewisser Weise;d'une certaine manière;in a way;In gewisser Weise hast du recht.;D'une certaine manière, tu as raison.;In a way you're right.
expression;B1;Diskussion/Nuance;Mit Sicherheit;à coup sûr;certainly;Das wird mit Sicherheit funktionieren.;Cela fonctionnera à coup sûr.;That will certainly work.
expression;B1;Diskussion/Nuance;Unter anderem;entre autres;among other things;Wir sprachen unter anderem über die Kosten.;Nous avons parlé entre autres des coûts.;We talked about the costs, among other things.
expression;B1;Diskussion/Nuance;Zum einen ... zum anderen;d'une part ... d'autre part;for one thing ... for another;Zum einen fehlt Geld, zum anderen fehlt Zeit.;D'une part il manque de l'argent, d'autre part du temps.;For one thing there's no money, for another no time.
expression;B1;Diskussion/Nuance;Es sei denn;à moins que;unless;Wir fahren morgen, es sei denn, es schneit.;Nous partons demain, à moins qu'il neige.;We're leaving tomorrow, unless it snows.
expression;B1;Diskussion/Nuance;Abgesehen von;mis à part;apart from;Abgesehen vom Preis ist alles perfekt.;Mis à part le prix, tout est parfait.;Apart from the price, everything is perfect.
expression;B1;Diskussion/Nuance;Im Vergleich zu;par rapport à;compared to;Im Vergleich zu gestern ist es kalt.;Par rapport à hier, il fait froid.;Compared to yesterday it's cold.
expression;B1;Diskussion/Nuance;Was ... betrifft;en ce qui concerne;as far as ... is concerned;Was das Geld betrifft, bin ich vorsichtig.;En ce qui concerne l'argent, je suis prudent.;As far as money is concerned, I'm careful.
expression;B1;Diskussion/Nuance;Nicht zuletzt;notamment;not least;Nicht zuletzt wegen des Wetters blieben wir zu Hause.;Notamment à cause du temps, nous sommes restés à la maison.;Not least because of the weather, we stayed home.
expression;B1;Diskussion/Nuance;In der Tat;en effet;indeed;Das ist in der Tat ein Problem.;C'est en effet un problème.;That is indeed a problem.
expression;B1;Diskussion/Nuance;Offen gesagt;franchement;frankly;Offen gesagt gefällt mir der Plan nicht.;Franchement, le plan ne me plaît pas.;Frankly, I don't like the plan.
expression;B1;Diskussion/Nuance;Ehrlich gesagt;à vrai dire;to be honest;Ehrlich gesagt habe ich es vergessen.;À vrai dire, je l'ai oublié.;To be honest, I forgot.
expression;B1;Diskussion/Nuance;Genau genommen;à proprement parler;strictly speaking;Genau genommen ist das nicht erlaubt.;À proprement parler, ce n'est pas autorisé.;Strictly speaking that isn't allowed.
expression;B1;Diskussion/Nuance;Anders gesagt;autrement dit;put differently;Anders gesagt: wir müssen sparen.;Autrement dit : nous devons économiser.;Put differently: we have to save.
expression;B1;Diskussion/Nuance;Das Für und Wider;le pour et le contre;the pros and cons;Wir haben das Für und Wider abgewogen.;Nous avons pesé le pour et le contre.;We weighed up the pros and cons.
expression;B1;Diskussion/Nuance;Auf Anhieb;du premier coup;straight away;Sie hat die Aufgabe auf Anhieb gelöst.;Elle a résolu l'exercice du premier coup.;She solved the task straight away.
expression;B1;Gefühle/Reaktionen;Sich Mühe geben;se donner du mal;to make an effort;Er gibt sich große Mühe mit dem Text.;Il se donne beaucoup de mal avec le texte.;He is making a great effort with the text.
expression;B1;Gefühle/Reaktionen;Den Kopf verlieren;perdre la tête;to lose one's head;Auch im Stress verliert sie nie den Kopf.;Même sous le stress, elle ne perd jamais la tête.;Even under stress she never loses her head.
expression;B1;Gefühle/Reaktionen;An die Decke gehen;sortir de ses gonds;to hit the roof;Als er das hörte, ging er an die Decke.;Quand il a entendu ça, il est sorti de ses gonds.;When he heard that, he hit the roof.
expression;B1;Gefühle/Reaktionen;Sich fürchten vor;avoir peur de;to be afraid of;Das Kind fürchtet sich vor dem Gewitter.;L'enfant a peur de l'orage.;The child is afraid of the storm.
expression;B1;Gefühle/Reaktionen;Sich wundern über;s'étonner de;to be surprised at;Ich wundere mich über seine Reaktion.;Je m'étonne de sa réaction.;I'm surprised at his reaction.
expression;B1;Gefühle/Reaktionen;Sich schwertun mit;avoir du mal avec;to struggle with;Ich tue mich schwer mit dem Dativ.;J'ai du mal avec le datif.;I struggle with the dative.
expression;B1;Gefühle/Reaktionen;Die Fassung verlieren;perdre son sang-froid;to lose composure;Trotz der Vorwürfe verlor er nicht die Fassung.;Malgré les reproches, il n'a pas perdu son sang-froid.;Despite the accusations he didn't lose his composure.
expression;B1;Gefühle/Reaktionen;Auf Wolke sieben schweben;être au septième ciel;to be on cloud nine;Seit der Hochzeit schwebt sie auf Wolke sieben.;Depuis le mariage, elle est au septième ciel.;Since the wedding she's been on cloud nine.
expression;B1;Gefühle/Reaktionen;Jemandem peinlich sein;être gênant pour quelqu'un;to be embarrassing;Der Fehler war mir sehr peinlich.;Cette erreur m'a beaucoup gêné.;The mistake was very embarrassing for me.
expression;B1;Gefühle/Reaktionen;Sich Luft machen;vider son sac;to let off steam;Er musste sich einmal Luft machen.;Il avait besoin de vider son sac.;He needed to let off steam.
expression;B1;Alltag/Organisation;Einen Antrag ausfüllen;remplir un formulaire;to fill in an application;Bitte füllen Sie den Antrag vollständig aus.;Veuillez remplir entièrement le formulaire.;Please fill in the application completely.
expression;B1;Alltag/Organisation;Sich krankmelden;se déclarer malade;to call in sick;Ich muss mich heute krankmelden.;Je dois me déclarer malade aujourd'hui.;I have to call in sick today.
expression;B1;Alltag/Organisation;Urlaub nehmen;prendre des congés;to take time off;Im August nehme ich zwei Wochen Urlaub.;En août, je prends deux semaines de congés.;In August I'm taking two weeks off.
expression;B1;Alltag/Organisation;Überstunden machen;faire des heures supplémentaires;to work overtime;Diese Woche mache ich viele Überstunden.;Cette semaine, je fais beaucoup d'heures supplémentaires.;This week I'm working a lot of overtime.
expression;B1;Alltag/Organisation;Den Termin verschieben;reporter le rendez-vous;to postpone the appointment;Können wir den Termin verschieben?;Pouvons-nous reporter le rendez-vous ?;Can we postpone the appointment?
expression;B1;Alltag/Organisation;Eine Frist einhalten;respecter un délai;to meet a deadline;Wir müssen die Frist unbedingt einhalten.;Nous devons absolument respecter le délai.;We absolutely have to meet the deadline.
expression;B1;Alltag/Organisation;Kontakt aufnehmen;prendre contact;to get in touch;Nehmen Sie bitte mit der Zentrale Kontakt auf.;Veuillez prendre contact avec le siège.;Please get in touch with head office.
expression;B1;Alltag/Organisation;Den Überblick behalten;garder une vue d'ensemble;to keep track;Bei so vielen Terminen behalte ich kaum den Überblick.;Avec autant de rendez-vous, je garde à peine une vue d'ensemble.;With so many appointments I can hardly keep track.
expression;B1;Alltag/Organisation;Prioritäten setzen;définir des priorités;to set priorities;Man muss klare Prioritäten setzen.;Il faut définir des priorités claires.;You have to set clear priorities.
expression;B1;Alltag/Organisation;Etwas in Angriff nehmen;s'attaquer à quelque chose;to tackle something;Morgen nehmen wir das Projekt in Angriff.;Demain, nous nous attaquons au projet.;Tomorrow we'll tackle the project.
expression;B1;Alltag/Organisation;Auf Nummer sicher gehen;jouer la sécurité;to play it safe;Ich gehe lieber auf Nummer sicher und buche früh.;Je préfère jouer la sécurité et réserver tôt.;I'd rather play it safe and book early.
expression;B1;Alltag/Organisation;Sich Zeit lassen;prendre son temps;to take one's time;Lass dir Zeit, es eilt nicht.;Prends ton temps, rien ne presse.;Take your time, there's no rush.
expression;B1;Meinung/Zustimmung;Ich bin überzeugt;je suis convaincu;I'm convinced;Ich bin überzeugt, dass es klappt.;Je suis convaincu que ça va marcher.;I'm convinced it will work.
expression;B1;Meinung/Zustimmung;Das leuchtet mir ein;ça me paraît logique;that makes sense to me;Deine Erklärung leuchtet mir ein.;Ton explication me paraît logique.;Your explanation makes sense to me.
expression;B1;Meinung/Zustimmung;Das steht außer Frage;cela ne fait aucun doute;that's beyond question;Seine Kompetenz steht außer Frage.;Sa compétence ne fait aucun doute.;His competence is beyond question.
expression;B1;Meinung/Zustimmung;Ich halte es für;je considère cela comme;I consider it;Ich halte es für einen Fehler.;Je considère cela comme une erreur.;I consider it a mistake.
expression;B1;Meinung/Zustimmung;Ich bin dafür;je suis pour;I'm in favour;Ich bin dafür, dass wir früher anfangen.;Je suis pour qu'on commence plus tôt.;I'm in favour of starting earlier.
expression;B1;Meinung/Zustimmung;Ich bin dagegen;je suis contre;I'm against it;Ich bin dagegen, das ist zu riskant.;Je suis contre, c'est trop risqué.;I'm against it, that's too risky.
expression;B1;Meinung/Zustimmung;Es spricht viel dafür;il y a de bonnes raisons;there's a lot to be said for it;Es spricht viel dafür, jetzt zu handeln.;Il y a de bonnes raisons d'agir maintenant.;There's a lot to be said for acting now.
expression;B1;Meinung/Zustimmung;Darüber lässt sich streiten;c'est discutable;that's debatable;Ob das schöner ist, darüber lässt sich streiten.;Que ce soit plus beau, c'est discutable.;Whether that's nicer is debatable.
expression;B1;Meinung/Zustimmung;Das sehe ich genauso;je vois les choses de la même façon;I see it the same way;Das sehe ich genauso wie du.;Je vois les choses exactement comme toi.;I see it exactly the same way as you.
expression;B1;Meinung/Zustimmung;Ich bezweifle, dass;je doute que;I doubt that;Ich bezweifle, dass er pünktlich kommt.;Je doute qu'il arrive à l'heure.;I doubt that he'll arrive on time.
expression;B1;Begrüßung/Small Talk;Was gibt's Neues?;quoi de neuf ?;what's new?;Lange nicht gesprochen, was gibt's Neues?;Ça fait longtemps, quoi de neuf ?;Long time no talk, what's new?
expression;B1;Begrüßung/Small Talk;Lass von dir hören;donne de tes nouvelles;keep in touch;Mach's gut und lass von dir hören!;Porte-toi bien et donne de tes nouvelles !;Take care and keep in touch!
expression;B1;Begrüßung/Small Talk;Schön, dich zu sehen;content de te voir;good to see you;Schön, dich zu sehen, setz dich doch!;Content de te voir, assieds-toi donc !;Good to see you, do sit down!
expression;B1;Begrüßung/Small Talk;Grüße ausrichten;transmettre le bonjour;to pass on regards;Richte deiner Mutter Grüße aus!;Transmets le bonjour à ta mère !;Pass on my regards to your mother!
expression;B1;Begrüßung/Small Talk;Man sieht sich;on se reverra;see you around;Tschüss, man sieht sich!;Salut, on se reverra !;Bye, see you around!
expression;B1;Begrüßung/Small Talk;Ich melde mich;je te fais signe;I'll be in touch;Ich melde mich, sobald ich mehr weiß.;Je te fais signe dès que j'en sais plus.;I'll be in touch as soon as I know more.
expression;B1;Gefühle/Reaktionen;Auf die Idee kommen;avoir l'idée de;to hit upon the idea;Wie bist du auf diese Idee gekommen?;Comment as-tu eu cette idée ?;How did you hit upon that idea?
expression;B1;Alltag/Organisation;Eine Gelegenheit nutzen;saisir une occasion;to seize an opportunity;Er hat die Gelegenheit sofort genutzt.;Il a saisi l'occasion immédiatement.;He seized the opportunity at once.
expression;B1;Gefühle/Reaktionen;Sich Gedanken machen über;se faire du souci pour;to worry about;Mach dir keine Gedanken über die Prüfung.;Ne te fais pas de souci pour l'examen.;Don't worry about the exam.
expression;B1;Alltag/Organisation;Zu Ende bringen;mener à terme;to finish off;Ich möchte das Projekt zu Ende bringen.;Je voudrais mener le projet à terme.;I'd like to finish the project off.
expression;B1;Feste Verbindungen;Wort halten;tenir parole;to keep one's word;Er hält immer Wort.;Il tient toujours parole.;He always keeps his word.
expression;B1;Feste Verbindungen;Sich durchsetzen;s'imposer;to assert oneself;Sie hat sich gegen die Konkurrenz durchgesetzt.;Elle s'est imposée face à la concurrence.;She asserted herself against the competition.
