type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
nom;B1;Schule;die Einleitung;introduction;introduction;Die Einleitung ist noch zu lang.;L'introduction est encore trop longue.;The introduction is still too long.
nom;B1;Schule;die Fremdsprache;langue étrangère;foreign language;Deutsch ist meine zweite Fremdsprache.;L'allemand est ma deuxième langue étrangère.;German is my second foreign language.
nom;B1;Schule;die Grundschule;école primaire;primary school;Mein Sohn ist in der Grundschule.;Mon fils est à l'école primaire.;My son is at primary school.
nom;B1;Schule;das Gymnasium;lycée;grammar school;Nach der Grundschule geht sie aufs Gymnasium.;Après le primaire, elle va au lycée.;After primary school she goes to grammar school.
nom;B1;Schule;das Hilfsmittel;outil, moyen auxiliaire;aid, resource;In der Prüfung sind keine Hilfsmittel erlaubt.;Aucun outil n'est autorisé à l'examen.;No aids are allowed in the exam.
nom;B1;Schule;das Lexikon;encyclopédie, lexique;encyclopaedia;Früher stand ein Lexikon in jedem Haus.;Autrefois, il y avait une encyclopédie dans chaque maison.;There used to be an encyclopaedia in every home.
nom;B1;Schule;die Mathe;maths;maths;In Mathe war ich nie gut.;En maths, je n'ai jamais été bon.;I was never good at maths.
nom;B1;Schule;die Matura;baccalauréat;school-leaving exam;Nach der Matura will sie studieren.;Après le bac, elle veut faire des études.;After the school-leaving exam she wants to study.
nom;B1;Schule;die Schularbeit;devoir sur table;class test;Morgen haben wir eine Schularbeit in Mathe.;Demain, nous avons un devoir sur table en maths.;Tomorrow we have a class test in maths.
nom;B1;Schule;das Türkisch;turc (la langue);Turkish (language);Zu Hause sprechen wir Türkisch.;À la maison, nous parlons turc.;At home we speak Turkish.
nom;B1;Schule;das Ukrainisch;ukrainien (la langue);Ukrainian (language);Sie spricht Ukrainisch und Russisch.;Elle parle ukrainien et russe.;She speaks Ukrainian and Russian.
nom;B1;Schule;die Volkshochschule;université populaire;adult education centre;Ich lerne Deutsch an der Volkshochschule.;J'apprends l'allemand à l'université populaire.;I learn German at the adult education centre.
nom;B1;Schule;das Vorwort;préface, avant-propos;foreword;Das Vorwort erklärt, warum das Buch entstand.;La préface explique pourquoi le livre a été écrit.;The foreword explains why the book was written.
nom;B1;Schule;die Wiederholung;révision, répétition;revision, repetition;Ohne Wiederholung vergisst man alles.;Sans révision, on oublie tout.;Without revision you forget everything.
nom;B1;Schule;die Zweitsprache;langue seconde;second language;Deutsch ist für ihn eine Zweitsprache.;L'allemand est pour lui une langue seconde.;German is a second language for him.
nom;B1;Schule;die Überschrift;titre (d'un texte);heading;Findet eine passende Überschrift für den Text.;Trouvez un titre qui convient au texte.;Find a suitable heading for the text.
nom;B1;Schule;die Kita;crèche, garderie;day-care centre;Mein Sohn geht seit einem Jahr in die Kita.;Mon fils va à la crèche depuis un an.;My son has been going to the day-care centre for a year.
nom;B1;Schule;der Kugelschreiber;stylo à bille;ballpoint pen;Füllen Sie das Formular mit Kugelschreiber aus.;Remplissez le formulaire au stylo à bille.;Fill in the form with a ballpoint pen.
nom;B1;Schule;die Mathematik;mathématiques;mathematics;Mathematik ist ein Pflichtfach.;Les mathématiques sont une matière obligatoire.;Mathematics is a compulsory subject.
nom;B1;Schule;die Vorbereitung;préparation;preparation;Die Vorbereitung auf die Prüfung dauert Monate.;La préparation à l'examen dure des mois.;Preparing for the exam takes months.
nom;B1;Schule;die Übung;exercice;exercise;Macht bitte die Übung auf Seite zwölf.;Faites l'exercice de la page douze.;Please do the exercise on page twelve.
nom;B1;Schule;der Antwortbogen;feuille de réponses;answer sheet;Schreiben Sie alles auf den Antwortbogen.;Écrivez tout sur la feuille de réponses.;Write everything on the answer sheet.
nom;B1;Schule;der Elternbeirat;conseil des parents d'élèves;parents' council;Sie ist im Elternbeirat der Schule.;Elle est au conseil des parents de l'école.;She is on the school's parents' council.
nom;B1;Schule;die Geografie;géographie;geography;In Geografie lernen wir die Hauptstädte.;En géographie, nous apprenons les capitales.;In geography we learn the capital cities.
nom;B1;Schule;die Gesamtschule;école polyvalente;comprehensive school;Mein Sohn geht auf eine Gesamtschule.;Mon fils va dans une école polyvalente.;My son goes to a comprehensive school.
nom;B1;Schule;der Lerner;apprenant;learner;Der Kurs richtet sich an erwachsene Lerner.;Le cours s'adresse à des apprenants adultes.;The course is aimed at adult learners.
nom;B1;Schule;das Sprachdiplom;diplôme de langue;language diploma;Für die Stelle braucht man ein Sprachdiplom.;Pour ce poste, il faut un diplôme de langue.;You need a language diploma for the job.
nom;B1;Schule;die Volksschule;école primaire;primary school;Meine Tochter geht in die Volksschule.;Ma fille va à l'école primaire.;My daughter goes to primary school.
nom;B2;Schule;das Abitur;baccalauréat;high school diploma;Er hat sein Abitur mit sehr guten Noten bestanden.;Il a obtenu son baccalauréat avec de très bonnes notes.;He passed his high school diploma with very good grades.
nom;B2;Schule;die Bewerbung;candidature;application;Ihre Bewerbung überzeugte die Kommission sofort.;Sa candidature a immédiatement convaincu la commission.;Her application immediately convinced the committee.
nom;B2;Schule;das Stipendium;bourse;scholarship;Er erhielt ein Stipendium für sein Studium im Ausland.;Il a reçu une bourse pour ses études à l'étranger.;He received a scholarship for his studies abroad.
nom;B2;Schule;der Abschluss;diplôme;degree, graduation;Nach ihrem Abschluss fand sie schnell eine Stelle.;Après son diplôme, elle a rapidement trouvé un poste.;After her degree, she quickly found a job.
nom;B2;Schule;das Bildungssystem;système éducatif;education system;Das Bildungssystem wird derzeit stark diskutiert.;Le système éducatif fait actuellement l'objet de vifs débats.;The education system is currently being heavily debated.
nom;B2;Schule;die Chancengleichheit;égalité des chances;equal opportunity;Chancengleichheit in der Bildung bleibt ein wichtiges Ziel.;L'égalité des chances dans l'éducation reste un objectif important.;Equal opportunity in education remains an important goal.
nom;B2;Schule;der Klassenlehrer;professeur principal;form teacher;Der Klassenlehrer ruft die Eltern an.;Le professeur principal appelle les parents.;The form teacher phones the parents.
nom;B2;Schule;der Elternsprechtag;journée de rencontre parents-professeurs;parents' evening;Der Elternsprechtag ist im November.;La rencontre parents-professeurs est en novembre.;The parents' evening is in November.
nom;B2;Schule;die Prüfungsangst;peur des examens;exam anxiety;Prüfungsangst hat fast jeder.;Presque tout le monde a peur des examens.;Almost everyone has exam anxiety.
nom;B2;Schule;der Schulhof;cour de récréation;school yard;Auf dem Schulhof steht eine alte Linde.;Un vieux tilleul se dresse dans la cour.;There is an old lime tree in the school yard.
nom;B2;Schule;das Pausenbrot;casse-croûte de la récréation;packed snack;Das Pausenbrot liegt noch auf dem Tisch.;Le casse-croûte est encore sur la table.;The packed snack is still on the table.
nom;B2;Schule;die Klassenfahrt;voyage scolaire;school trip;Die Klassenfahrt geht nach Hamburg.;Le voyage scolaire va à Hambourg.;The school trip goes to Hamburg.
nom;B2;Schule;das Schulbuch;manuel scolaire;textbook;Die Schulbücher werden gestellt.;Les manuels sont fournis.;The textbooks are provided.
nom;B2;Schule;der Notendurchschnitt;moyenne générale;grade average;Sein Notendurchschnitt liegt bei zwei Komma drei.;Sa moyenne est de deux virgule trois.;His grade average is two point three.
nom;B2;Schule;die Abschlussprüfung;examen final;final examination;Die Abschlussprüfung findet im Juni statt.;L'examen final a lieu en juin.;The final examination takes place in June.
nom;A1;Universität und Studium;die Universität;université;university;Sie studiert an der Universität.;Elle étudie à l'université.;She studies at the university.
nom;A1;Universität und Studium;der Student;étudiant;student;Der Student lernt viel.;L'étudiant étudie beaucoup.;The student studies a lot.
nom;A1;Universität und Studium;die Bibliothek;bibliothèque;library;Ich lerne gern in der Bibliothek.;J'aime étudier à la bibliothèque.;I like to study at the library.
nom;A1;Universität und Studium;der Professor;professeur;professor;Der Professor hält eine Vorlesung.;Le professeur donne un cours magistral.;The professor is giving a lecture.
nom;A1;Universität und Studium;das Studium;études;studies;Mein Studium dauert vier Jahre.;Mes études durent quatre ans.;My studies last four years.
nom;A1;Universität und Studium;der Campus;campus;campus;Der Campus ist sehr groß.;Le campus est très grand.;The campus is very big.
nom;A1;Universität und Studium;das Fach;matière;subject;Mathematik ist mein Lieblingsfach.;Les mathématiques sont ma matière préférée.;Math is my favorite subject.
nom;A1;Universität und Studium;das Semester;semestre;semester;Das Semester beginnt im Oktober.;Le semestre commence en octobre.;The semester starts in October.
nom;A1;Universität und Studium;die Vorlesung;cours magistral;lecture;Die Vorlesung war sehr interessant.;Le cours magistral était très intéressant.;The lecture was very interesting.
nom;A1;Universität und Studium;das Seminar;séminaire;seminar;Ich besuche ein Seminar über Geschichte.;Je suis un séminaire sur l'histoire.;I'm attending a seminar on history.
nom;A1;Universität und Studium;der Stundenplan;emploi du temps;timetable;Mein Stundenplan ist voll.;Mon emploi du temps est chargé.;My timetable is full.
nom;A2;Universität und Studium;die Vorlesung;cours magistral;lecture;Die Vorlesung beginnt um neun Uhr.;Le cours magistral commence à neuf heures.;The lecture starts at nine o'clock.
nom;A2;Universität und Studium;das Seminar;séminaire;seminar;Ich besuche ein Seminar zur Linguistik.;Je suis un séminaire de linguistique.;I'm attending a linguistics seminar.
nom;A2;Universität und Studium;der Campus;campus;campus;Der Campus ist mit Bäumen bedeckt.;Le campus est couvert d'arbres.;The campus is covered with trees.
nom;A2;Universität und Studium;der Professor;professeur;professor;Der Professor beantwortet unsere Fragen.;Le professeur répond à nos questions.;The professor answers our questions.
nom;A2;Universität und Studium;die Immatrikulation;inscription universitaire;university enrollment;Die Immatrikulation dauert nur wenige Minuten.;L'inscription universitaire ne prend que quelques minutes.;University enrollment only takes a few minutes.
nom;A2;Universität und Studium;die Zulassung;admission;admission;Ihre Zulassung wurde bestätigt.;Son admission a été confirmée.;Her admission was confirmed.
nom;A2;Universität und Studium;der Hörsaal;amphithéâtre;lecture hall;Der Hörsaal ist heute voll besetzt.;L'amphithéâtre est plein aujourd'hui.;The lecture hall is fully packed today.
nom;A2;Universität und Studium;die Mensa;cafétéria universitaire;university cafeteria;Wir essen mittags in der Mensa.;Nous mangeons à midi à la cafétéria universitaire.;We eat lunch at the university cafeteria.
nom;A2;Universität und Studium;das Skript;polycopié;lecture notes, course handout;Das Skript hilft mir beim Lernen.;Le polycopié m'aide à étudier.;The lecture notes help me study.
nom;A2;Universität und Studium;das Praktikum;stage;internship;Sie macht ein Praktikum bei einer Firma.;Elle fait un stage dans une entreprise.;She's doing an internship at a company.
nom;A2;Universität und Studium;die Studentin;étudiante;student (female);Sie ist Studentin an der Universität Wien.;Elle est étudiante à l'université de Vienne.;She is a student at the University of Vienna.
nom;B1;Universität und Studium;die Klausur;examen écrit;written exam;Die Klausur findet nächste Woche statt.;L'examen écrit aura lieu la semaine prochaine.;The written exam takes place next week.
nom;B1;Universität und Studium;das Semester;semestre;semester;Das Semester beginnt im Oktober.;Le semestre commence en octobre.;The semester starts in October.
nom;B1;Universität und Studium;die Fakultät;faculté;faculty;Die Fakultät organisiert eine Informationsveranstaltung.;La faculté organise une réunion d'information.;The faculty is organizing an information session.
nom;B1;Universität und Studium;der Studiengang;filière d'études;degree program;Er hat seinen Studiengang gewechselt.;Il a changé de filière d'études.;He changed his degree program.
nom;B1;Universität und Studium;die Bachelorarbeit;mémoire de licence;bachelor's thesis;Sie schreibt gerade ihre Bachelorarbeit.;Elle rédige actuellement son mémoire de licence.;She's currently writing her bachelor's thesis.
nom;B1;Universität und Studium;der Betreuer;encadrant;supervisor, advisor;Mein Betreuer gibt mir wertvolles Feedback.;Mon encadrant me donne des retours précieux.;My supervisor gives me valuable feedback.
nom;B1;Universität und Studium;die Studiengebühr;frais de scolarité;tuition fee;Die Studiengebühr wurde dieses Jahr erhöht.;Les frais de scolarité ont été augmentés cette année.;Tuition fees were raised this year.
nom;B1;Universität und Studium;das Labor;laboratoire;laboratory;Die Probe wird im Labor untersucht.;L'échantillon est analysé au laboratoire.;The sample is examined in the laboratory.
nom;B1;Universität und Studium;der Vortrag;conférence, exposé;lecture, talk;Der Professor hält morgen einen Vortrag über Ökologie.;Le professeur donne une conférence sur l'écologie demain.;The professor is giving a lecture on ecology tomorrow.
nom;B1;Universität und Studium;die Studie;étude (recherche);study (research);Eine neue Studie zeigt interessante Ergebnisse.;Une nouvelle étude montre des résultats intéressants.;A new study shows interesting results.
nom;B1;Universität und Studium;das Institut;institut;institute;Sie forscht an einem Institut in München.;Elle fait de la recherche dans un institut à Munich.;She does research at an institute in Munich.
nom;B1;Universität und Studium;die Philosophie;philosophie;philosophy;Er studiert Philosophie und Geschichte.;Il étudie la philosophie et l'histoire.;He studies philosophy and history.
nom;B1;Universität und Studium;die Cafeteria;cafétéria;cafeteria;Wir treffen uns in der Cafeteria.;Nous nous retrouvons à la cafétéria.;We're meeting in the cafeteria.
nom;B1;Universität und Studium;das Modul;module;module;Das erste Modul dauert vier Wochen.;Le premier module dure quatre semaines.;The first module lasts four weeks.
nom;B1;Universität und Studium;die Theorie;théorie;theory;In der Theorie ist alles einfach.;En théorie, tout est simple.;In theory everything is simple.
nom;B1;Universität und Studium;die Wissenschaft;science;science;Die Wissenschaft hat darauf noch keine Antwort.;La science n'a pas encore de réponse à cela.;Science has no answer to that yet.
nom;B1;Universität und Studium;der Studierende;étudiant;student;Studierende zahlen die Hälfte.;Les étudiants paient moitié prix.;Students pay half price.
nom;B2;Universität und Studium;die Dissertation;thèse;dissertation;Ihre Dissertation wurde von der Fakultät gelobt.;Sa thèse a été saluée par la faculté.;Her dissertation was praised by the faculty.
nom;B2;Universität und Studium;die Forschung;recherche;research;Die Forschung in diesem Bereich schreitet schnell voran.;La recherche dans ce domaine progresse rapidement.;Research in this field is advancing quickly.
nom;B2;Universität und Studium;das Promotionsstudium;doctorat;doctoral studies;Er beginnt nächstes Jahr sein Promotionsstudium.;Il commence son doctorat l'année prochaine.;He starts his doctoral studies next year.
nom;B2;Universität und Studium;die Habilitation;habilitation;habilitation;Nach der Habilitation wurde sie Professorin.;Après son habilitation, elle est devenue professeure.;After her habilitation, she became a professor.
nom;B2;Universität und Studium;das Forschungsstipendium;bourse de recherche;research grant;Das Forschungsstipendium finanziert ihr Projekt für drei Jahre.;La bourse de recherche finance son projet pendant trois ans.;The research grant funds her project for three years.
nom;B2;Universität und Studium;die Masterarbeit;mémoire de master;master's thesis;Die Masterarbeit umfasst achtzig Seiten.;Le mémoire fait quatre-vingts pages.;The master's thesis runs to eighty pages.
nom;B2;Universität und Studium;der Fachbereich;département, UFR;faculty, department;Der Fachbereich zieht in ein neues Gebäude.;Le département déménage dans un nouveau bâtiment.;The department is moving to a new building.
nom;B2;Universität und Studium;der Studienplatz;place à l'université;university place;Für Medizin fehlen tausende Studienplätze.;Il manque des milliers de places en médecine.;Thousands of places are missing in medicine.
nom;B2;Universität und Studium;das Prüfungsamt;service des examens;examinations office;Das Prüfungsamt hat bis zwölf Uhr offen.;Le service des examens est ouvert jusqu'à midi.;The examinations office is open until noon.
nom;B2;Universität und Studium;das Wohnheim;résidence universitaire;hall of residence;Im Wohnheim wohnen dreihundert Studierende.;Trois cents étudiants vivent en résidence.;Three hundred students live in the hall of residence.
nom;A1;Arbeit und Büro;die Arbeit;travail;work;Die Arbeit macht mir Spaß.;Le travail me plaît.;I enjoy the work.
nom;A1;Arbeit und Büro;das Büro;bureau;office;Ich arbeite in einem großen Büro.;Je travaille dans un grand bureau.;I work in a big office.
nom;A1;Arbeit und Büro;der Computer;ordinateur;computer;Der Computer ist sehr langsam.;L'ordinateur est très lent.;The computer is very slow.
nom;A1;Arbeit und Büro;der Kollege;collègue;colleague;Mein Kollege ist sehr hilfsbereit.;Mon collègue est très serviable.;My colleague is very helpful.
nom;A1;Arbeit und Büro;der Chef;patron;boss;Der Chef ist heute nicht im Büro.;Le patron n'est pas au bureau aujourd'hui.;The boss is not in the office today.
nom;A1;Arbeit und Büro;die Besprechung;réunion;meeting;Die Besprechung beginnt um zehn Uhr.;La réunion commence à dix heures.;The meeting starts at ten o'clock.
nom;A1;Arbeit und Büro;der Vertrag;contrat;contract;Ich unterschreibe den Vertrag.;Je signe le contrat.;I'm signing the contract.
nom;A1;Arbeit und Büro;das Gehalt;salaire;salary;Mein Gehalt kommt am Monatsende.;Mon salaire arrive à la fin du mois.;My salary comes at the end of the month.
nom;A1;Arbeit und Büro;die Firma;entreprise;company;Die Firma sucht neue Mitarbeiter.;L'entreprise cherche de nouveaux employés.;The company is looking for new employees.
nom;A1;Arbeit und Büro;das Projekt;projet;project;Das Projekt ist fast fertig.;Le projet est presque terminé.;The project is almost finished.
nom;A1;Arbeit und Büro;die Aufgabe;tâche;task;Diese Aufgabe ist sehr schwierig.;Cette tâche est très difficile.;This task is very difficult.
nom;A1;Arbeit und Büro;die E-Mail;e-mail;email;Ich schreibe eine E-Mail an meinen Chef.;J'écris un e-mail à mon patron.;I'm writing an email to my boss.
nom;A1;Arbeit und Büro;der Drucker;imprimante;printer;Der Drucker funktioniert nicht.;L'imprimante ne fonctionne pas.;The printer isn't working.
nom;A2;Arbeit und Büro;die Besprechung;réunion;meeting;Die Besprechung dauert eine Stunde.;La réunion dure une heure.;The meeting lasts one hour.
nom;A2;Arbeit und Büro;der Chef;patron;boss;Der Chef lobt unsere Arbeit.;Le patron félicite notre travail.;The boss praises our work.
nom;A2;Arbeit und Büro;die E-Mail;e-mail;email;Ich beantworte täglich viele E-Mails.;Je réponds à beaucoup d'e-mails chaque jour.;I answer a lot of emails every day.
nom;A2;Arbeit und Büro;der Vertrag;contrat;contract;Wir unterschreiben morgen den Vertrag.;Nous signons le contrat demain.;We're signing the contract tomorrow.
nom;A2;Arbeit und Büro;der Lebenslauf;CV;resume, CV;Ich sende meinen Lebenslauf an die Firma.;J'envoie mon CV à l'entreprise.;I'm sending my resume to the company.
nom;A2;Arbeit und Büro;das Vorstellungsgespräch;entretien d'embauche;job interview;Das Vorstellungsgespräch verlief sehr gut.;L'entretien d'embauche s'est très bien passé.;The job interview went very well.
nom;A2;Arbeit und Büro;die Überstunde;heure supplémentaire;overtime;Er hat viele Überstunden gemacht.;Il a fait beaucoup d'heures supplémentaires.;He worked a lot of overtime.
nom;A2;Arbeit und Büro;die Teilzeit;temps partiel;part-time;Sie arbeitet seit letztem Jahr in Teilzeit.;Elle travaille à temps partiel depuis l'année dernière.;She has been working part-time since last year.
nom;A2;Arbeit und Büro;die Vollzeit;temps plein;full-time;Er arbeitet in Vollzeit bei dieser Firma.;Il travaille à temps plein dans cette entreprise.;He works full-time at this company.
nom;A2;Arbeit und Büro;das Homeoffice;télétravail;home office, remote work;Ich arbeite heute im Homeoffice.;Je travaille en télétravail aujourd'hui.;I'm working from home today.
nom;A2;Arbeit und Büro;die Änderung;la modification;change;Es gab eine kleine Änderung im Plan.;Il y a eu une petite modification au plan.;There was a small change to the plan.
nom;A2;Arbeit und Büro;die Bestellung;la commande;order;Ihre Bestellung kommt morgen an.;Votre commande arrive demain.;Your order arrives tomorrow.
nom;A2;Arbeit und Büro;das Gespräch;conversation, entretien;conversation;Wir hatten ein langes Gespräch.;Nous avons eu une longue conversation.;We had a long conversation.
nom;A2;Arbeit und Büro;der Job;petit boulot;job;Neben dem Studium habe ich einen Job.;À côté de mes études, j'ai un petit boulot.;I have a job alongside my studies.
nom;A2;Arbeit und Büro;der Mitarbeiter;employé, collaborateur;employee;Die Firma hat zwanzig Mitarbeiter.;L'entreprise a vingt employés.;The company has twenty employees.
nom;A2;Arbeit und Büro;die Kollegin;collègue (femme);colleague (female);Meine Kollegin hilft mir oft.;Ma collègue m'aide souvent.;My colleague often helps me.
nom;A2;Arbeit und Büro;der Arbeitstag;jour ouvré;working day;Mein Arbeitstag beginnt um acht.;Ma journée de travail commence à huit heures.;My working day starts at eight.
nom;A2;Arbeit und Büro;der Workshop;atelier (formation);workshop;Am Freitag gibt es einen Workshop.;Vendredi, il y a un atelier.;There's a workshop on Friday.
nom;B1;Arbeit und Büro;das Gehalt;salaire;salary;Mein Gehalt wird am Monatsende überwiesen.;Mon salaire est versé à la fin du mois.;My salary is transferred at the end of the month.
nom;B1;Arbeit und Büro;die Kündigung;licenciement;dismissal, notice of termination;Die Kündigung kam für alle überraschend.;Le licenciement a surpris tout le monde.;The dismissal surprised everyone.
nom;B1;Arbeit und Büro;der Urlaub;congé;vacation, leave;Ich nehme diesen Sommer drei Wochen Urlaub.;Je prends trois semaines de congé cet été.;I'm taking three weeks of vacation this summer.
nom;B1;Arbeit und Büro;die Karriere;carrière;career;Sie hat große Pläne für ihre Karriere.;Elle a de grands projets pour sa carrière.;She has big plans for her career.
nom;B1;Arbeit und Büro;die Beförderung;promotion;promotion;Nach der Beförderung hat er mehr Verantwortung.;Après sa promotion, il a plus de responsabilités.;After his promotion, he has more responsibility.
nom;B1;Arbeit und Büro;die Weiterbildung;formation continue;continuing education;Die Firma bietet regelmäßige Weiterbildung an.;L'entreprise propose une formation continue régulière.;The company offers regular continuing education.
nom;B1;Arbeit und Büro;die Zuständigkeit;responsabilité;responsibility;Die Zuständigkeit für dieses Projekt liegt bei ihr.;La responsabilité de ce projet lui revient.;Responsibility for this project lies with her.
nom;B1;Arbeit und Büro;das Werk;l'œuvre, l'usine;work, plant;Dieses Werk hat er mit zwanzig geschrieben.;Il a écrit cette œuvre à vingt ans.;He wrote this work at the age of twenty.
nom;B1;Arbeit und Büro;die Führung;la direction, la visite guidée;leadership, guided tour;Um zehn Uhr beginnt eine Führung durch das Museum.;À dix heures commence une visite guidée du musée.;A guided tour of the museum starts at ten.
nom;B1;Arbeit und Büro;der Dienst;le service;service, duty;Sie hat am Wochenende Dienst.;Elle est de service la fin de semaine.;She is on duty at the weekend.
nom;B1;Arbeit und Büro;der Betrieb;l'entreprise, l'exploitation;company, operation;Der Betrieb hat zwanzig Angestellte.;L'entreprise a vingt employés.;The company has twenty employees.
nom;B1;Arbeit und Büro;die Messe;le salon, la foire;trade fair;Wir stellen auf der Messe in Köln aus.;Nous exposons au salon de Cologne.;We are exhibiting at the fair in Cologne.
nom;B1;Arbeit und Büro;die Rente;retraite (pension);pension;Meine Großmutter bekommt seit zehn Jahren Rente.;Ma grand-mère touche sa retraite depuis dix ans.;My grandmother has been receiving her pension for ten years.
nom;B1;Arbeit und Büro;die Arbeitswelt;monde du travail;working world;Die Arbeitswelt hat sich in den letzten Jahren stark verändert.;Le monde du travail a beaucoup changé ces dernières années.;The working world has changed a lot in recent years.
nom;B1;Arbeit und Büro;das Feedback;retour, avis;feedback;Ich habe positives Feedback zu meinem Vortrag bekommen.;J'ai reçu un retour positif sur ma présentation.;I received positive feedback on my presentation.
nom;B1;Arbeit und Büro;die Herausforderung;défi;challenge;Der neue Job ist eine große Herausforderung für mich.;Le nouveau travail est un grand défi pour moi.;The new job is a big challenge for me.
nom;B1;Arbeit und Büro;die Voraussetzung;condition préalable;prerequisite;Gute Deutschkenntnisse sind eine Voraussetzung für diese Stelle.;De bonnes connaissances en allemand sont une condition pour ce poste.;Good German skills are a prerequisite for this position.
nom;B1;Arbeit und Büro;der Arbeitgeber;employeur;employer;Mein Arbeitgeber zahlt einen Teil der Versicherung.;Mon employeur paie une partie de l'assurance.;My employer pays part of the insurance.
nom;B1;Arbeit und Büro;die Arbeitgeberin;employeuse;employer (female);Die Arbeitgeberin bietet flexible Arbeitszeiten an.;L'employeuse propose des horaires flexibles.;The employer offers flexible working hours.
nom;B1;Arbeit und Büro;die Leiter;échelle;ladder;Er ist von der Leiter gefallen.;Il est tombé de l'échelle.;He fell off the ladder.
nom;B1;Arbeit und Büro;der Schichtdienst;travail posté, service par équipes;shift work;Als Krankenschwester arbeite ich im Schichtdienst.;En tant qu'infirmière, je travaille en horaires postés.;As a nurse I work shift duty.
nom;B1;Arbeit und Büro;die Produktion;production;production;Die Produktion von Plastik belastet die Umwelt.;La production de plastique nuit à l'environnement.;Plastic production harms the environment.
nom;B1;Arbeit und Büro;die Annonce;annonce;ad, announcement;In der Zeitung habe ich eine interessante Annonce gefunden.;J'ai trouvé une annonce intéressante dans le journal.;I found an interesting ad in the newspaper.
nom;B1;Arbeit und Büro;das Anschreiben;lettre de motivation;cover letter;Das Anschreiben sollte nicht länger als eine Seite sein.;La lettre de motivation ne devrait pas dépasser une page.;The cover letter should not be longer than one page.
nom;B1;Arbeit und Büro;die (Pl.) Arbeitsbedingungen;conditions de travail;working conditions;Die Arbeitsbedingungen in der Firma sind sehr gut.;Les conditions de travail dans l'entreprise sont très bonnes.;The working conditions at the company are very good.
nom;B1;Arbeit und Büro;der Bereich;domaine, secteur;field, area;Sie arbeitet im Bereich Marketing.;Elle travaille dans le domaine du marketing.;She works in the marketing field.
nom;B1;Arbeit und Büro;die Karrierechance;opportunité de carrière;career opportunity;Dieser Job bietet gute Karrierechancen.;Cet emploi offre de bonnes opportunités de carrière.;This job offers good career opportunities.
nom;B1;Arbeit und Büro;der Kontakt;contact;contact;Ich habe noch guten Kontakt zu meinen alten Kollegen.;J'ai encore un bon contact avec mes anciens collègues.;I still have good contact with my old colleagues.
nom;B1;Arbeit und Büro;die Leitung;direction, gestion;management, leadership;Sie übernimmt die Leitung des neuen Projekts.;Elle prend la direction du nouveau projet.;She is taking over the management of the new project.
nom;B1;Arbeit und Büro;die Stelle;poste (emploi);position, job;Er hat sich auf eine neue Stelle beworben.;Il a postulé pour un nouveau poste.;He applied for a new position.
nom;B1;Arbeit und Büro;die Tätigkeit;activité;activity, occupation;Ihre Tätigkeit umfasst viele verschiedene Aufgaben.;Son activité comprend de nombreuses tâches différentes.;Her occupation involves many different tasks.
nom;B1;Arbeit und Büro;das Team;équipe;team;Unser Team besteht aus acht Personen.;Notre équipe est composée de huit personnes.;Our team consists of eight people.
nom;B1;Arbeit und Büro;das Unternehmen;entreprise;company;Das Unternehmen beschäftigt über zweihundert Mitarbeiter.;L'entreprise emploie plus de deux cents salariés.;The company employs over two hundred employees.
nom;B1;Arbeit und Büro;die Werbeagentur;agence de publicité;advertising agency;Sie hat bei einer großen Werbeagentur gearbeitet.;Elle a travaillé dans une grande agence de publicité.;She worked at a large advertising agency.
nom;B1;Arbeit und Büro;die Rolle;rôle;role;Sie spielt eine wichtige Rolle im Team.;Elle joue un rôle important dans l'équipe.;She plays an important role in the team.
nom;B1;Arbeit und Büro;die Verantwortung;responsabilité;responsibility;Er trägt die Verantwortung für das ganze Projekt.;Il porte la responsabilité de tout le projet.;He bears responsibility for the whole project.
nom;B1;Arbeit und Büro;der Ablauf;déroulement, procédure;process, procedure;Der Ablauf der Prüfung wurde uns genau erklärt.;Le déroulement de l'examen nous a été expliqué en détail.;The procedure of the exam was explained to us in detail.
nom;B1;Arbeit und Büro;das Arbeitszeugnis;certificat de travail;work reference;Mein alter Arbeitgeber hat mir ein gutes Arbeitszeugnis geschrieben.;Mon ancien employeur m'a rédigé un bon certificat de travail.;My former employer wrote me a good work reference.
nom;B1;Arbeit und Büro;die Fähigkeit;capacité, compétence;ability, skill;Er hat die Fähigkeit, komplexe Probleme schnell zu lösen.;Il a la capacité de résoudre rapidement des problèmes complexes.;He has the ability to solve complex problems quickly.
nom;B1;Arbeit und Büro;der Geschäftsbrief;lettre commerciale;business letter;Im Kurs lernen wir, einen Geschäftsbrief zu schreiben.;Dans le cours, nous apprenons à rédiger une lettre commerciale.;In the course we learn to write a business letter.
nom;B1;Arbeit und Büro;die Mitarbeit;collaboration, participation;cooperation, participation;Die Mitarbeit der Freiwilligen war entscheidend für das Projekt.;La collaboration des bénévoles a été décisive pour le projet.;The volunteers' cooperation was crucial for the project.
nom;B1;Arbeit und Büro;die Vertretung;remplacement, représentation;substitute, representation;Für die kranke Kollegin brauchen wir eine Vertretung.;Nous avons besoin d'un remplaçant pour la collègue malade.;We need a substitute for the sick colleague.
nom;B1;Arbeit und Büro;der Praktikant;stagiaire;intern;Der Praktikant hilft bei der Organisation der Veranstaltung.;Le stagiaire aide à organiser l'événement.;The intern helps organize the event.
